OMA_group,seq_Mus,seq_Rattus,seq_Pan,seq_Homo,seq_Macaca,seq_Gorilla,seq_V2,seq_V5,seq_V7,seq_V9,seq_root,tree_Mus,tree_Rattus,tree_Pan,tree_Homo,tree_Macaca,tree_Gorilla,tree_V2,tree_V5,tree_V7,tree_V9,tree_root,is_gappy
746783,685,683,564,685,685,685,685,685,685,685,684,0.04807,0.05647,0.04009,0.00929,0.02272,0.00144,0.08992,0.00396,0.01183,0.09051,0,1
750052,323,323,323,323,323,344,323,323,323,323,323,0.02522,0.02829,0.0001,0.00632,0.01441,0.0001,0.05761,0.00633,0.01176,0.0615,0,1
750313,1279,1122,1323,1323,1323,1352,1278,1323,1323,1323,1278,0.04999,0.06399,0.00592,0.01033,0.02172,0.01358,0.14611,0.00135,0.02348,0.17303,0,1
750314,1671,1701,1290,1688,1687,1704,1671,1688,1687,1687,1687,0.01324,0.01266,0.0943,0.01087,0.02011,0.01487,0.15386,0.00288,0.00998,0.05994,0,1
750627,214,214,190,190,191,186,214,190,190,191,214,0.04832,0.04239,0.01083,0.01084,0.03005,0.0001,0.15276,0.00545,0.02179,0.163,0,1
750748,374,376,361,389,389,399,374,389,389,389,374,0.08018,0.09703,0.00862,0.00266,0.03044,0.00211,0.16358,0.00588,0.02931,0.21679,0,1
751678,778,778,777,777,777,779,778,777,777,777,777,0.01594,0.01595,0.00386,0.00388,0.00896,0.01053,0.04448,0.0001,0.00545,0.04444,0,1
751686,673,672,673,673,583,673,673,673,673,673,673,0.01313,0.05251,0.00303,0.00303,0.05399,0.0001,0.07541,0.00606,0.00152,0.07393,0,1
751943,399,398,402,402,401,402,398,402,402,402,398,0.04731,0.01389,0.00771,0.00516,0.01308,0.01033,0.0517,0.0001,0.00848,0.0802,0,1
751949,391,392,384,384,378,384,392,384,384,378,392,0.13443,0.07898,0.01346,0.0001,0.03073,0.0053,0.10851,0.00271,0.01731,0.20947,0,1
751963,350,349,378,378,378,374,350,378,378,378,378,0.0384,0.01442,0.00542,0.01376,0.00366,0.0001,0.10525,0.00303,0.02363,0.10323,0,1
751967,372,378,372,372,373,372,372,372,372,373,372,0.08815,0.09789,0.0001,0.00535,0.06566,0.00801,0.19072,0.00273,0.03299,0.22294,0,1
752084,389,389,397,397,397,397,389,397,397,397,397,0.01825,0.01048,0.00249,0.00498,0.01052,0.00752,0.13266,0.00252,0.01257,0.13083,0,1
752452,283,281,282,282,282,282,283,282,282,282,282,0.01167,0.0001,0.00361,0.00724,0.03958,0.01383,0.07323,0.00476,0.01415,0.04533,0,1
752485,96,79,95,95,91,95,95,95,95,94,95,0.38043,0.2793,0.03137,0.0001,0.0001,0.01061,0.42319,0.03205,0.04512,0.69508,0,1
753450,255,255,262,262,262,262,255,262,262,262,255,0.04247,0.02851,0.0001,0.00777,0.01374,0.00777,0.08121,0.0001,0.0061,0.10981,0,1
753457,232,230,226,226,226,226,232,226,226,226,232,0.04701,0.0199,0.0001,0.0001,0.00581,0.00892,0.04763,0.0001,0.00767,0.07806,0,1
753460,393,393,351,404,348,404,393,404,404,404,404,0.03237,0.02948,0.04732,0.00372,0.01788,0.00251,0.12555,0.00629,0.01304,0.09127,0,1
754064,233,227,222,220,220,220,225,220,220,220,225,0.1047,0.10251,0.00906,0.01354,0.03678,0.01836,0.08575,0.00452,0.01413,0.15367,0,1
754089,260,257,258,258,258,260,260,258,258,258,260,0.03033,0.01071,0.0001,0.00394,0.01225,0.00395,0.07101,0.00396,0.00795,0.08548,0,1
754338,333,352,282,329,287,329,333,329,329,330,320,0.03534,0.04822,0.00366,0.00473,0.02624,0.01232,0.13571,0.00475,0.02966,0.14196,0,1
754347,616,618,521,606,521,608,616,606,606,606,616,0.04162,0.02453,0.00386,0.0001,0.00193,0.00166,0.0431,0.0001,0.00395,0.07691,0,1
754375,390,390,380,380,380,299,390,380,380,380,380,0.01047,0.0128,0.0001,0.00529,0.00542,0.01348,0.03382,0.0001,0.00794,0.02521,0,1
754763,493,488,513,488,513,513,491,513,513,513,491,0.06018,0.03949,0.0001,0.00628,0.04057,0.01214,0.14182,0.00582,0.01458,0.16143,0,1
754764,478,481,486,486,490,477,482,486,486,490,482,0.06072,0.09496,0.00209,0.00211,0.0454,0.00635,0.14211,0.00227,0.01941,0.19167,0,1
755057,437,437,437,437,436,437,437,437,437,437,437,0.01977,0.02598,0.00235,0.0001,0.01166,0.00235,0.05526,0.0001,0.01515,0.06374,0,1
755060,434,434,439,438,443,438,434,438,438,438,434,0.0901,0.07834,0.00451,0.00225,0.01664,0.00516,0.1165,0.00384,0.01858,0.17967,0,1
755901,692,717,698,723,698,723,717,723,723,723,717,0.02019,0.00367,0.0001,0.00138,0.00286,0.01872,0.05597,0.0011,0.00645,0.051,0,1
755902,596,597,454,544,552,561,597,544,561,569,597,0.03295,0.05723,0.00428,0.00726,0.0331,0.00541,0.12787,0.00361,0.02004,0.15201,0,1
755938,435,496,435,435,435,447,435,435,435,435,435,0.01776,0.03112,0.0001,0.0001,0.00137,0.00231,0.01181,0.0001,0.00567,0.03495,0,1
756018,652,652,652,652,640,652,651,652,652,652,651,0.13393,0.18667,0.00621,0.01247,0.05167,0.01512,0.26798,0.00674,0.021,0.40298,0,1
756023,227,227,207,213,213,215,227,213,213,213,212,0.06813,0.05889,0.0001,0.0001,0.0001,0.02033,0.16775,0.00509,0.04091,0.17464,0,1
756823,336,338,338,338,338,338,338,338,338,338,338,0.01823,0.02967,0.00297,0.0001,0.00952,0.0001,0.02151,0.0001,0.00245,0.04166,0,1
757680,180,180,193,180,209,180,180,180,180,180,180,0.01245,0.02802,0.22043,0.0001,0.0461,0.0001,0.22629,0.0001,0.00761,0.02628,0,1
757881,238,268,290,290,290,290,241,290,290,290,241,0.12737,0.15257,0.00356,0.01816,0.03385,0.00359,0.24957,0.0036,0.04244,0.33795,0,1
757969,213,208,210,210,210,209,209,210,210,210,209,0.15092,0.14385,0.0001,0.00935,0.03637,0.02981,0.2933,0.0001,0.03291,0.38149,0,1
758359,462,462,461,461,461,507,462,461,461,461,461,0.03637,0.01135,0.0001,0.00218,0.01182,0.16166,0.16706,0.0001,0.01255,0.02922,0,1
759161,837,841,847,865,847,847,841,847,847,847,847,0.02533,0.02471,0.00363,0.0001,0.00562,0.0287,0.06757,0.0001,0.00778,0.05642,0,1
759179,3007,3118,3007,3013,3007,3017,3007,3013,3013,3007,3007,0.00874,0.01794,0.00104,0.00094,0.00538,0.01486,0.0211,0.00036,0.00199,0.02219,0,1
759195,495,494,494,494,494,494,494,494,494,494,494,0.00949,0.01103,0.00203,0.00203,0.00406,0.00406,0.02421,0.0001,0.0001,0.03118,0,1
759359,154,153,167,167,167,167,154,167,167,167,154,0.04165,0.18666,0.01228,0.0001,0.04367,0.0001,0.09644,0.0001,0.0136,0.23943,0,1
759410,314,321,316,316,316,316,318,316,316,316,316,0.01248,0.02409,0.00633,0.00634,0.02391,0.00634,0.11003,0.0001,0.01831,0.10947,0,1
759789,265,265,265,265,281,265,265,265,265,281,265,0.03523,0.00766,0.00375,0.00374,0.0001,0.01136,0.12373,0.0001,0.01512,0.13248,0,1
759841,370,370,364,363,364,364,370,364,364,364,370,0.02711,0.01747,0.00276,0.0001,0.00769,0.00582,0.02798,0.0025,0.00648,0.04279,0,1
760283,470,470,482,482,481,480,469,482,482,481,469,0.05197,0.04837,0.0001,0.00214,0.02753,0.00444,0.10475,0.00415,0.02954,0.12089,0,1
760657,189,173,150,150,152,150,186,150,150,152,186,0.20265,0.1949,0.01916,0.02048,0.0185,0.01446,0.21462,0.01104,0.04032,0.34542,0,1
760659,130,129,130,130,130,130,130,130,130,130,130,0.00498,0.02676,0.0001,0.0001,0.03296,0.0081,0.07269,0.00792,0.0001,0.06648,0,1
760687,579,516,579,577,579,579,581,579,579,579,581,0.06357,0.0778,0.00905,0.00545,0.03066,0.00914,0.12343,0.00356,0.02221,0.1664,0,1
761180,530,510,509,509,510,509,510,509,509,510,510,0.06564,0.03566,0.0001,0.006,0.014,0.00401,0.06593,0.0001,0.00837,0.11719,0,1
761490,421,420,429,429,429,428,421,429,429,429,429,0.03347,0.02687,0.0117,0.0001,0.0142,0.09225,0.15419,0.00179,0.00764,0.08777,0,1
761759,492,456,495,480,494,494,492,495,494,494,492,0.02105,0.1079,0.0001,0.00423,0.01022,0.00203,0.00705,0.002,0.00207,0.10473,0,1
761760,478,478,476,476,476,476,478,476,476,476,478,0.05598,0.09163,0.01056,0.00631,0.02537,0.00421,0.09066,0.0021,0.00902,0.15692,0,1
761761,452,452,452,452,452,452,452,452,452,452,452,0.0431,0.03985,0.01351,0.0001,0.01977,0.03732,0.08588,0.00217,0.01989,0.07177,0,1
762296,277,277,275,275,275,317,277,275,275,275,277,0.05383,0.14944,0.01443,0.00354,0.07267,0.01279,0.23681,0.01646,0.09393,0.26142,0,1
764033,354,354,375,354,375,354,354,375,375,375,354,0.02882,0.00869,0.0001,0.0001,0.0088,0.0001,0.04038,0.0001,0.0128,0.0564,0,1
764224,239,239,240,240,241,241,239,240,241,241,239,0.00903,0.02537,0.00415,0.00416,0.0001,0.00415,0.05251,0.0001,0.01668,0.05703,0,1
764232,150,155,159,159,164,159,148,159,159,164,146,0.10088,0.20685,0.00656,0.0001,0.22329,0.0001,0.73296,0.0001,0.06038,0.71652,0,1
764900,414,414,416,416,416,454,414,416,416,416,414,0.04952,0.03571,0.00483,0.00483,0.02627,0.00732,0.09848,0.00475,0.0163,0.12173,0,1
765239,384,384,477,384,384,384,384,384,384,384,384,0.01648,0.01922,0.0001,0.00258,0.00775,0.00785,0.01959,0.0001,0.0001,0.03096,0,1
765244,220,220,217,217,217,217,220,217,217,217,220,0.02381,0.06475,0.0001,0.0001,0.0001,0.00457,0.06619,0.00458,0.00458,0.12177,0,1
765254,318,318,314,314,315,314,318,314,314,314,314,0.02543,0.00637,0.0001,0.0098,0.0034,0.0001,0.05354,0.00326,0.02348,0.04243,0,1
765534,1323,1323,1321,1321,1321,1321,1323,1321,1321,1321,1323,0.02052,0.0193,0.00076,0.00304,0.00884,0.00152,0.0253,0.0001,0.0042,0.03697,0,1
765536,1211,1207,1134,1189,1192,1189,1196,1189,1189,1189,1189,0.02558,0.03794,0.00414,0.0108,0.03873,0.04407,0.1129,0.0001,0.02304,0.08372,0,1
765651,103,104,108,108,108,108,104,108,108,108,104,0.2382,0.11348,0.00913,0.00913,0.0001,0.0001,0.09631,0.0001,0.01868,0.30669,0,1
765659,327,354,359,360,353,359,348,359,359,359,348,0.03296,0.14192,0.0056,0.00567,0.0546,0.01715,0.46858,0.00544,0.03876,0.55458,0,1
765678,715,715,715,715,715,716,715,715,715,715,715,0.00321,0.0024,0.00141,0.0001,0.00566,0.0001,0.00979,0.0001,0.00139,0.00734,0,1
767020,566,564,412,412,413,412,564,412,412,413,564,0.04106,0.01798,0.0049,0.0001,0.00175,0.0001,0.0223,0.0001,0.00313,0.05533,0,1
767022,508,508,515,513,512,510,508,513,512,512,503,0.02594,0.03122,0.002,0.002,0.03155,0.0001,0.0835,0.0021,0.00986,0.08317,0,1
767742,678,678,680,680,680,681,678,680,680,680,678,0.0115,0.00515,0.00147,0.00147,0.00423,0.00741,0.03434,0.0001,0.00171,0.03671,0,1
767743,598,598,606,606,597,599,598,606,597,597,598,0.02488,0.03096,0.00516,0.00492,0.02654,0.00854,0.09028,0.00182,0.01418,0.09469,0,1
767751,1463,1463,1468,1468,1468,1468,1463,1468,1468,1468,1463,0.01007,0.01029,0.00137,0.00345,0.0047,0.00342,0.02521,0.0014,0.00507,0.02558,0,1
767752,1144,1111,1196,1153,1153,1154,1147,1153,1153,1153,1147,0.02033,0.03621,0.00349,0.00174,0.02173,0.00524,0.09246,0.00086,0.00517,0.10694,0,1
768015,371,371,376,376,375,376,371,376,376,376,371,0.09454,0.0687,0.00942,0.00412,0.03969,0.01103,0.1462,0.00386,0.01842,0.20105,0,1
768473,507,507,507,507,508,507,507,507,507,507,507,0.03997,0.03179,0.0001,0.00201,0.01953,0.00807,0.07151,0.0001,0.02622,0.07719,0,1
768831,468,467,508,508,507,512,469,508,508,507,469,0.25874,0.20773,0.00942,0.00244,0.04935,0.06469,0.26335,0.00066,0.03084,0.42656,0,1
768836,671,700,708,708,708,721,671,708,708,708,671,0.0571,0.12494,0.01112,0.00602,0.06382,0.02098,0.20448,0.00223,0.0042,0.2656,0,1
768989,342,339,341,341,346,341,342,341,341,342,342,0.0001,0.01196,0.00294,0.0001,0.00884,0.0001,0.00288,0.0001,0.0059,0.00599,0,1
769905,363,373,364,364,364,364,363,364,364,364,363,0.00551,0.01397,0.00275,0.0001,0.0001,0.0001,0.00282,0.0001,0.00275,0.0113,0,1
770335,1150,1150,1172,1152,1152,1187,1150,1187,1187,1152,1152,0.01192,0.00834,0.05137,0.00626,0.0136,0.00694,0.07284,0.00175,0.01147,0.02017,0,1
770540,195,195,195,195,195,203,195,195,195,195,195,0.01604,0.05196,0.0052,0.0001,0.00443,0.0001,0.09951,0.0001,0.01637,0.12989,0,1
770555,1549,1550,1531,1548,1549,1549,1548,1549,1549,1549,1548,0.00945,0.01326,0.00393,0.00129,0.00066,0.00064,0.01893,0.0001,0.00127,0.02699,0,1
771387,134,134,134,134,139,136,134,134,134,134,134,0.00614,0.02396,0.0001,0.0001,0.00783,0.00749,0.03982,0.01522,0.01543,0.03313,0,1
771548,93,93,89,89,89,89,93,89,89,89,93,0.04338,0.06525,0.0001,0.02256,0.02254,0.01113,0.16395,0.0001,0.0001,0.20664,0,1
771553,128,128,138,138,127,127,128,138,127,127,127,0.01331,0.02753,0.00723,0.0001,0.0175,0.00789,0.10633,0.0001,0.03292,0.09305,0,1
771582,412,412,412,412,412,413,412,412,413,413,412,0.0669,0.03578,0.0025,0.00501,0.03246,0.0001,0.10988,0.0001,0.01455,0.14432,0,1
771589,507,507,508,508,508,511,507,508,508,508,507,0.02392,0.03906,0.00396,0.00198,0.01983,0.00398,0.08546,0.0001,0.01252,0.10469,0,1
771594,320,281,331,331,292,299,320,331,317,314,320,0.12552,0.15094,0.00602,0.0001,0.00936,0.0001,0.32682,0.00677,0.01877,0.4462,0,1
771599,289,213,301,301,301,301,289,301,301,301,289,0.18101,0.112,0.00703,0.00697,0.05023,0.01169,0.18646,0.00596,0.00804,0.31724,0,1
771644,112,111,109,109,109,109,112,109,109,109,112,0.03861,0.03971,0.0001,0.0001,0.02827,0.0001,0.07402,0.00917,0.00945,0.08546,0,1
771983,475,445,433,433,431,433,445,433,433,433,433,0.02247,0.01501,0.0001,0.00235,0.02336,0.0047,0.05058,0.0001,0.01201,0.04969,0,1
772831,660,671,629,480,479,481,671,480,480,480,447,0.07423,0.11442,0.02183,0.00644,0.0238,0.02406,0.21826,0.0001,0.04132,0.2673,0,1
773729,434,434,443,443,443,447,434,443,443,443,434,0.04535,0.02546,0.00228,0.00229,0.01429,0.01155,0.05179,0.0001,0.01154,0.07405,0,1
773846,154,179,165,165,165,130,160,165,165,165,160,0.23987,0.29041,0.02367,0.02812,0.12861,0.03897,0.58691,0.0281,0.0001,0.7487,0,1
773856,366,364,365,365,366,353,365,365,366,366,366,0.05676,0.04747,0.00853,0.00565,0.06864,0.02364,0.25069,0.00859,0.00176,0.23881,0,1
773859,329,342,335,335,335,340,342,335,335,335,342,0.17167,0.19867,0.00616,0.01247,0.06171,0.00655,0.37271,0.00599,0.03028,0.50967,0,1
773891,429,446,460,477,477,462,429,460,460,460,429,0.06919,0.11209,0.00448,0.0001,0.01878,0.00221,0.09783,0.00227,0.01573,0.18743,0,1
773899,409,410,412,412,411,412,410,412,412,411,411,0.0181,0.02043,0.00245,0.00493,0.01701,0.01215,0.07034,0.008,0.027,0.05084,0,1
773923,243,242,268,268,272,266,243,268,268,270,243,0.028,0.07205,0.00393,0.00793,0.06416,0.02038,0.23061,0.0001,0.01102,0.23851,0,1
774218,744,744,685,744,515,747,744,744,744,744,744,0.00815,0.01444,0.0092,0.00115,0.01682,0.02387,0.02687,0.0001,0.00417,0.01327,0,1
774227,757,757,622,764,761,763,757,765,765,761,761,0.0259,0.01333,0.07445,0.0108,0.09675,0.00935,0.13695,0.0089,0.03738,0.04211,0,1
774264,790,790,887,791,795,887,790,886,886,791,791,0.01834,0.02721,0.00283,0.00227,0.04396,0.00669,0.05445,0.00127,0.00592,0.0377,0,1
774944,389,391,355,355,355,355,389,355,355,355,389,0.01709,0.02154,0.00567,0.00283,0.00464,0.00283,0.04319,0.0001,0.00397,0.05509,0,1
774956,226,223,226,226,259,226,226,226,226,226,226,0.02779,0.06058,0.00457,0.00455,0.02952,0.00915,0.0599,0.0001,0.02313,0.08821,0,1
774966,167,164,175,175,175,127,167,175,175,175,167,0.02758,0.0566,0.0001,0.0001,0.01547,0.02449,0.07257,0.0001,0.0083,0.09638,0,1
775626,396,401,410,410,410,410,402,410,410,410,402,0.03286,0.04005,0.0073,0.00486,0.02158,0.00485,0.09919,0.0001,0.02103,0.11091,0,1
775719,1186,1186,1192,1192,1193,1071,1186,1192,1192,1192,1192,0.0052,0.0045,0.00084,0.00252,0.01171,0.01954,0.02912,0.0001,0.00446,0.01032,0,1
775863,350,344,341,341,341,341,346,341,341,341,346,0.09219,0.04143,0.00299,0.003,0.05803,0.003,0.18082,0.00301,0.00843,0.21498,0,1
775866,956,914,951,951,950,925,955,951,951,951,955,0.13864,0.40786,0.01391,0.00601,0.07509,0.00697,0.19255,0.00428,0.06008,0.52213,0,1
775868,182,180,147,147,147,147,180,147,147,147,180,0.12108,0.0001,0.0001,0.01403,0.01581,0.0001,0.08672,0.00697,0.03483,0.15198,0,1
775922,339,338,341,341,367,341,338,341,341,341,338,0.0664,0.0001,0.006,0.00643,0.0094,0.00608,0.24239,0.0031,0.0396,0.25967,0,1
776388,470,471,458,470,471,470,471,470,470,471,471,0.04059,0.02283,0.0157,0.0001,0.0103,0.0001,0.05803,0.00436,0.01197,0.06659,0,1
776684,962,960,981,981,981,965,962,981,981,981,962,0.0243,0.03395,0.00103,0.00102,0.00439,0.00312,0.04555,0.00105,0.00804,0.06834,0,1
777040,1183,1191,1005,1079,1007,1079,1187,1079,1079,1065,1187,0.17301,0.14601,0.00965,0.0171,0.05209,0.01347,0.30093,0.00467,0.0325,0.41967,0,1
777145,236,236,239,239,220,239,236,239,239,220,236,0.05278,0.12878,0.00425,0.00429,0.09886,0.0001,0.31526,0.00427,0.01468,0.34518,0,1
777148,245,245,240,240,240,239,245,240,240,240,240,0.02,0.0052,0.02548,0.00418,0.04163,0.01731,0.09564,0.01259,0.04058,0.03699,0,1
777210,92,92,92,92,92,94,92,92,92,92,92,0.10747,0.1058,0.03375,0.03456,0.03934,0.01266,0.06033,0.00942,0.00823,0.11559,0,1
777213,97,97,109,99,109,109,97,109,109,109,97,0.05099,0.07108,0.00925,0.0001,0.03438,0.01894,0.25732,0.0001,0.04394,0.26551,0,1
777672,207,207,208,208,208,208,207,208,208,208,207,0.00523,0.02433,0.0001,0.0001,0.01485,0.0001,0.05952,0.00496,0.0001,0.069,0,1
777685,201,201,235,198,223,205,201,223,223,223,223,0.01535,0.02565,0.04715,0.00526,0.0126,0.03496,0.07612,0.0001,0.02703,0.02758,0,1
777835,739,743,746,746,746,746,743,746,746,746,743,0.04092,0.03243,0.00286,0.00525,0.01661,0.00963,0.09185,0.00408,0.02209,0.10106,0,1
777836,708,691,654,654,654,493,691,653,653,653,646,0.06208,0.03877,0.00159,0.00156,0.02973,0.00807,0.13199,0.00243,0.04298,0.14301,0,1
777999,228,228,235,235,235,235,228,235,235,235,235,0.02351,0.0139,0.01754,0.0001,0.00864,0.01296,0.04508,0.0001,0.00877,0.04228,0,1
778328,489,495,501,501,501,472,490,501,501,501,490,0.05054,0.3432,0.00689,0.00728,0.05429,0.07592,0.17134,0.0001,0.0355,0.40311,0,1
778400,588,503,759,1052,748,470,522,759,743,748,522,0.30669,0.45733,0.03759,0.07283,0.0231,0.12439,0.43464,0.01452,0.08702,0.68056,0,1
778407,516,516,513,513,513,513,516,513,513,513,516,0.02988,0.01946,0.00594,0.00395,0.01596,0.00997,0.05403,0.00594,0.01095,0.06108,0,1
778445,132,136,140,139,140,129,136,140,140,140,140,0.0418,0.06965,0.0001,0.10553,0.08971,0.00846,0.37895,0.0001,0.04711,0.29596,0,1
778757,262,262,262,262,262,252,262,262,262,262,262,0.01673,0.01757,0.0001,0.00385,0.00683,0.03795,0.08177,0.0001,0.00479,0.0566,0,1
778758,265,264,221,271,221,271,264,271,271,264,264,0.02895,0.05938,0.0001,0.0001,0.02155,0.00452,0.09848,0.01058,0.0398,0.10749,0,1
779065,463,463,463,463,463,432,463,463,463,463,463,0.01688,0.01474,0.0001,0.0001,0.01061,0.00933,0.0414,0.00543,0.01951,0.02946,0,1
779334,263,239,252,252,231,252,239,252,252,252,239,0.24677,0.1634,0.00396,0.004,0.04025,0.00794,0.28044,0.00408,0.03727,0.48186,0,1
779340,758,757,761,761,761,763,757,761,761,761,761,0.01387,0.00496,0.0001,0.0001,0.00358,0.03787,0.03072,0.0009,0.00215,0.00457,0,1
779891,728,733,747,744,744,745,731,745,745,745,731,0.09533,0.1033,0.03976,0.0001,0.00367,0.00134,0.26946,0.00136,0.0254,0.30624,0,1
779893,438,438,442,442,442,442,438,442,442,442,438,0.05801,0.06655,0.0001,0.00225,0.01375,0.00225,0.22788,0.00225,0.04049,0.24945,0,1
779908,459,465,473,473,474,473,465,473,473,474,465,0.03849,0.0297,0.0001,0.00434,0.0001,0.00649,0.11776,0.0001,0.00651,0.14326,0,1
779940,147,143,147,147,118,147,147,147,147,147,147,0.06544,0.0707,0.00663,0.01335,0.0849,0.0001,0.14201,0.01331,0.01864,0.12781,0,1
779952,196,196,195,195,195,197,196,195,195,195,195,0.01593,0.0646,0.0001,0.0001,0.04395,0.0155,0.17799,0.0001,0.06432,0.16278,0,1
779958,197,197,194,194,194,194,197,194,194,194,194,0.04445,0.00791,0.00515,0.00513,0.03388,0.0269,0.18286,0.01499,0.02023,0.18017,0,1
780539,602,603,570,585,569,585,602,585,585,569,602,0.13473,0.1317,0.01562,0.00894,0.05026,0.03792,0.18637,0.0001,0.03238,0.25081,0,1
780541,537,537,537,537,537,545,537,537,537,537,537,0.00829,0.01805,0.00374,0.0001,0.01069,0.00188,0.05317,0.00187,0.00641,0.0592,0,1
780543,347,410,360,360,360,360,347,360,360,360,347,0.03741,0.04139,0.0001,0.00281,0.01866,0.0001,0.06616,0.00281,0.01298,0.08889,0,1
780592,177,189,177,177,177,177,177,177,177,177,177,0.03217,0.08085,0.01693,0.0001,0.02335,0.01125,0.15406,0.0001,0.0117,0.20628,0,1
780593,214,206,206,206,208,206,206,206,206,206,206,0.03908,0.07602,0.00507,0.0001,0.04126,0.0001,0.04297,0.0001,0.0001,0.07774,0,1
780784,452,462,447,466,571,466,452,466,466,468,452,0.05459,0.10644,0.04176,0.00428,0.02182,0.00643,0.03354,0.0001,0.00436,0.09387,0,1
781241,1392,1389,1401,1401,1399,1401,1390,1401,1401,1401,1390,0.03911,0.03754,0.00215,0.00215,0.01832,0.00427,0.0419,0.00221,0.00973,0.06269,0,1
781326,434,440,434,434,434,437,434,434,434,434,434,0.01334,0.02319,0.0046,0.00692,0.00681,0.0023,0.03829,0.0001,0.00238,0.05218,0,1
781343,494,494,499,499,493,436,494,499,499,493,494,0.03622,0.02004,0.0044,0.00377,0.01016,0.0001,0.06854,0.0001,0.01045,0.08991,0,1
781790,462,462,462,462,462,464,462,462,462,462,462,0.02824,0.02947,0.00217,0.00217,0.01022,0.00434,0.044,0.0001,0.0096,0.05952,0,1
782046,525,526,525,525,525,525,525,525,525,525,525,0.05869,0.02952,0.0001,0.00385,0.03432,0.00567,0.06482,0.00204,0.0139,0.0892,0,1
782047,556,563,536,536,536,542,550,536,539,539,550,0.05606,0.06128,0.00958,0.00413,0.02422,0.00662,0.06179,0.00077,0.01208,0.09885,0,1
782401,502,502,501,501,501,504,502,501,501,501,501,0.00422,0.0059,0.0001,0.0001,0.0069,0.0001,0.05327,0.00198,0.00507,0.05212,0,1
782411,618,619,619,619,619,619,618,619,619,619,618,0.0368,0.01237,0.0001,0.0049,0.009,0.0001,0.07412,0.00163,0.01459,0.08979,0,1
782412,512,512,507,507,507,519,512,507,507,507,507,0.01281,0.00703,0.00201,0.00201,0.01793,0.00403,0.03826,0.0001,0.00701,0.03314,0,1
782425,1085,1085,1021,1085,1054,1085,1085,1085,1085,1085,1085,0.00613,0.00323,0.00098,0.00092,0.00388,0.00094,0.01394,0.0009,0.0028,0.01538,0,1
782442,478,479,470,470,480,470,479,470,470,477,479,0.09322,0.1098,0.00863,0.00214,0.00735,0.0001,0.13121,0.00214,0.0189,0.21134,0,1
783042,1002,1002,1030,1021,1030,1054,1002,1030,1030,1030,1030,0.01143,0.01526,0.00487,0.00491,0.01,0.02911,0.04459,0.00114,0.00857,0.02217,0,1
783462,195,195,199,199,199,203,195,199,199,199,199,0.01477,0.00663,0.00997,0.00496,0.015,0.0103,0.10462,0.0001,0.01545,0.09363,0,1
784482,489,493,489,489,489,489,489,489,489,489,488,0.01364,0.02566,0.00209,0.00844,0.0235,0.00403,0.07236,0.00224,0.01545,0.07189,0,1
784592,242,256,242,242,242,259,242,242,242,242,242,0.03476,0.06899,0.0001,0.0001,0.01087,0.00422,0.05022,0.00402,0.01839,0.0966,0,1
784728,170,170,171,171,171,171,170,171,171,171,171,0.09433,0.07134,0.02453,0.01152,0.06419,0.01247,0.25676,0.00641,0.11928,0.20087,0,1
784791,340,340,364,364,364,256,340,364,364,364,328,0.04455,0.07555,0.01094,0.02124,0.06716,0.01959,0.25053,0.00297,0.0626,0.23927,0,1
785287,313,313,313,313,313,314,313,313,313,313,313,0.01866,0.02552,0.0001,0.00641,0.01346,0.00319,0.06725,0.0001,0.01333,0.07303,0,1
785292,343,316,307,307,306,307,316,307,307,307,316,0.05328,0.06178,0.01339,0.0001,0.03183,0.0135,0.08501,0.00991,0.0241,0.0994,0,1
785425,396,392,398,398,398,317,396,398,398,398,392,0.06409,0.05693,0.01066,0.00787,0.05314,0.0097,0.16602,0.00037,0.05371,0.16538,0,1
785427,431,432,431,431,431,440,431,431,431,431,431,0.00692,0.00699,0.00472,0.00472,0.00232,0.00476,0.02231,0.0001,0.0024,0.02214,0,1
785589,340,347,371,371,351,331,346,371,357,357,346,0.13902,0.08529,0.00356,0.00732,0.0244,0.00927,0.20647,0.02657,0.02853,0.28307,0,1
785598,171,177,218,218,218,218,171,218,218,218,171,0.03507,0.01368,0.0001,0.00472,0.00195,0.00474,0.1817,0.0047,0.02668,0.18067,0,1
785613,480,480,497,497,497,497,480,497,497,497,480,0.0193,0.01811,0.0001,0.00201,0.0033,0.00202,0.03735,0.00202,0.00485,0.04777,0,1
785623,858,855,858,858,858,850,858,858,858,858,858,0.02257,0.01795,0.00352,0.00235,0.01238,0.00725,0.11207,0.00221,0.00555,0.12184,0,1
785643,530,528,535,535,535,535,529,535,535,535,529,0.02475,0.03241,0.0001,0.0001,0.01708,0.0057,0.04171,0.0001,0.00816,0.05704,0,1
785713,409,388,391,391,391,392,402,391,391,391,383,0.0399,0.04028,0.00259,0.00778,0.03763,0.00787,0.11746,0.00249,0.03403,0.11343,0,1
786604,173,173,184,184,184,184,173,184,184,175,173,0.02385,0.08394,0.00563,0.00559,0.01127,0.00557,0.0989,0.0001,0.02768,0.14953,0,1
786615,624,508,598,596,589,596,611,596,596,598,598,0.01381,0.03766,0.00508,0.00169,0.00278,0.0154,0.03687,0.0017,0.02577,0.03335,0,1
786646,658,681,616,616,620,616,653,616,616,620,653,0.05044,0.01231,0.0001,0.00494,0.0141,0.00164,0.08312,0.00164,0.01105,0.11593,0,1
