,OMA_group,aln_len,total_gap_count,msa_gap_count,asr_gap_count,min_gap_count,spc_wmin_gap_count,max_gap_count,spc_wmax_gap_count,gap_ratio,num_gappy_sites,avg_gap_len,median_gap_len,mode_gap_len,min_gap_len,spc_wmin_gap_len,max_gap_len,spc_wmax_gap_len,num_ins,num_del,indel_ratio,is_gappy,mu,lambda,loglikelihood,intensity,expected_len,tree_len
4895,811328,523,82,51,31,3,Homo,25,Rattus,0.0142534329914827,28,1.3225806451612905,1.0,1,1,Mus,4,Rattus,28,20,0.7142857142857143,1,2.63866,1069.0,-4767.18,405.1298765,2820.72754,0.09309
4896,811346,366,425,288,137,20,Mus,88,Rattus,0.1055638350720317,88,19.318181818181817,18.0,2,2,Mus,52,Rattus,88,151,1.7159090909090908,1,1064.85,1874.51,-4346.86,1.7603512,1996071.9735,0.001
4897,690196,364,368,272,96,8,V7,76,Pan,0.0919080919080919,140,10.22222222222222,4.0,1,1,Mus,54,Pan,140,176,1.2571428571428571,1,2.20514,520.57,-3650.25,236.0711792,1147.9297298,0.2665
4898,690205,1761,966,559,407,56,V7,129,Macaca,0.0498683599194672,186,11.925925925925926,4.0,1,1,Mus,44,Homo,186,152,0.8172043010752689,1,0.23232,353.923,-17151.2,1523.4288912,82.2233914,0.68789
4899,690273,413,10,5,5,0,Rattus,1,Mus,0.0022011886418666,1,1.0,1.0,1,0,Rattus,1,Mus,1,0,0.0,1,0.266458,105.007,-3584.89,394.0846212,27.9799552,0.1769
4900,661720,869,63,32,31,1,Pan,14,Mus,0.0065906475572758,15,3.3157894736842106,1.0,1,1,Mus,7,Mus,15,1,0.0666666666666666,1,1.34283,1029.69,-6624.11,766.8059248,1382.6986227,0.08005
4901,661721,1028,725,402,323,20,Rattus,122,Gorilla,0.0641139016625398,143,14.215686274509803,2.0,1,1,Mus,55,Gorilla,143,79,0.5524475524475524,1,2.87307,1555.36,-10707.4,541.3581987,4468.6581552,0.11701
4902,661723,790,975,820,155,31,Mus,249,Pan,0.1121979286536248,274,21.195652173913043,11.0,11,3,Mus,139,Pan,274,665,2.427007299270073,1,8.78238,1221.92,-8795.77,139.1331279,10731.3657696,0.13947
4903,659200,406,11,7,4,0,Pan,5,Rattus,0.0024630541871921,5,1.1,1.0,1,0,Pan,2,Rattus,5,3,0.6,1,0.287557,111.72,-3517.85,388.5142772,32.125868,0.1537
4904,661516,884,50,25,25,2,Gorilla,5,Mus,0.0051419169066227,5,2.5,2.5,3,2,Mus,3,Mus,5,0,0.0,1,0.013587,11.9275,-7424.75,877.8611908,0.1620589,0.43222
4905,661706,408,478,242,236,8,Gorilla,50,Pan,0.10650623885918,50,19.12,6.0,42,2,Rattus,42,Mus,50,6,0.12,1,9.4491,1235.18,-3946.13,130.7193278,11671.339338,0.06794
4906,663186,284,63,63,0,0,Mus,63,Gorilla,0.0201664532650448,63,63.0,63.0,63,0,Mus,63,Gorilla,63,63,1.0,1,2.73364,662.123,-1855.07,242.2129468,1810.0059177,0.06354
4907,1011906,368,341,172,169,3,Gorilla,35,Pan,0.0842391304347826,35,20.058823529411764,32.0,32,3,Pan,32,Mus,35,3,0.0857142857142857,1,3.47831,812.977,-3465.26,233.7275861,2827.7860289,0.18753
4908,1011926,306,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,35,3,0.0857142857142857,0,1e-06,1e-06,-3774.63,1.0,0.0,0.22442
4909,1011975,376,2,2,0,0,Mus,1,Homo,0.0004835589941972,1,1.0,1.0,1,0,Mus,1,Homo,1,2,2.0,1,0.690754,249.174,-2468.51,360.7275528,172.1179372,0.05782
4910,1011976,390,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,1,2,2.0,0,1e-06,1e-06,-4493.92,1.0,0.0,0.11909
4911,935264,737,35,20,15,0,Homo,5,Mus,0.0043172566917478,5,5.0,5.0,5,0,Homo,5,Mus,5,5,1.0,1,0.0610496,44.6021,-5999.8,730.5879154,2.7229404,0.12558
4912,935266,791,262,133,129,2,Rattus,31,Mus,0.030111481438915,31,10.48,3.0,3,2,Mus,22,Mus,31,4,0.1290322580645161,1,0.952475,613.379,-6358.64,643.9843565,584.228163,0.24625
4913,935268,833,597,364,233,33,Mus,164,Rattus,0.065153334060897,164,33.166666666666664,36.0,13,13,Mus,90,Rattus,164,131,0.7987804878048781,1,1.76452,1065.33,-7655.05,603.7505951,1879.7960916,0.20624
4914,946164,267,132,88,44,0,Pan,22,Mus,0.0449438202247191,22,22.0,22.0,22,0,Pan,22,Mus,22,44,2.0,1,1.19363,280.525,-2033.23,235.0183893,334.8430557,0.11469
4915,946165,276,130,65,65,0,Mus,13,Rattus,0.0428194993412384,13,13.0,13.0,13,0,Mus,13,Rattus,13,0,0.0,1,0.150363,38.823,-2036.89,258.1951677,5.8375427,0.45319
4916,946169,247,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,13,0,0.0,0,1e-06,1e-06,-2995.99,1.0,0.0,0.2283
4917,311934,2621,2381,1488,893,175,Rattus,318,Pan,0.0825847178384378,515,25.602150537634408,8.0,1,1,Mus,204,Pan,515,595,1.1553398058252426,1,1.42771,1299.68,-30658.7,910.3249259,1855.5661328,0.24281
4918,311937,2019,182,102,80,14,Gorilla,24,Rattus,0.0081948759511909,39,1.4796747967479675,1.0,1,1,Mus,6,Rattus,39,22,0.5641025641025641,1,0.363184,695.31,-20485.4,1914.4841182,252.525467,0.14663
4919,311939,2417,1012,576,436,80,V2,129,Macaca,0.0380637153496069,209,7.968503937007874,6.0,1,1,Mus,70,Macaca,209,140,0.6698564593301436,1,0.617884,1218.55,-25434.8,1972.1339281,752.9225482,0.35731
4920,311945,2268,359,195,164,17,V7,64,Mus,0.0143899310565977,82,3.663265306122449,2.0,1,1,Mus,56,Mus,82,31,0.3780487804878049,1,0.369921,759.648,-21282.9,2053.5411615,281.0097478,0.2853
4921,977554,190,20,15,5,0,Mus,11,Macaca,0.0095693779904306,11,1.818181818181818,1.0,1,0,Mus,9,Macaca,11,10,0.9090909090909092,1,0.0786018,13.9238,-1570.17,177.143526,1.0944357,0.90612
4922,977557,209,107,54,53,1,Pan,19,Rattus,0.0465419747716398,19,5.095238095238095,1.0,1,1,Mus,16,Mus,19,1,0.0526315789473684,1,0.141337,26.0022,-1789.04,183.9730573,3.6750729,0.97261
4923,977563,201,94,52,42,3,Macaca,12,Mus,0.0425146992311171,12,4.7,3.0,3,3,Mus,9,Mus,12,10,0.8333333333333334,1,0.0964665,18.0778,-1493.8,187.3997709,1.7439021,0.74257
4924,977596,229,4,2,2,0,Pan,1,Mus,0.001587931718936,1,1.0,1.0,1,0,Pan,1,Mus,1,0,0.0,1,0.00402586,0.920708,-1907.07,228.6984644,0.0037066,0.81387
4925,814286,623,83,73,10,2,Mus,63,Rattus,0.0121114840215963,65,6.916666666666667,2.0,2,2,Mus,61,Rattus,65,63,0.9692307692307692,1,0.936438,528.014,-5076.92,563.8536668,494.4523741,0.11201
4926,814287,663,99,96,3,0,Mus,93,Macaca,0.0135746606334841,93,12.375,1.0,1,0,Mus,92,Macaca,93,93,1.0,1,0.195736,122.327,-5937.13,624.9591286,23.9437977,0.31077
4927,814288,957,179,119,60,2,Pan,63,Rattus,0.0170038947468414,66,5.264705882352941,2.0,2,1,Mus,36,Rattus,66,59,0.8939393939393939,1,0.175217,155.637,-8191.77,888.2528522,27.2702482,0.44205
4928,1015006,318,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,66,59,0.8939393939393939,0,1e-06,1e-06,-2521.72,1.0,0.0,0.01
4929,1015008,321,12,6,6,0,Pan,3,Mus,0.0033984706881903,3,3.0,3.0,3,0,Pan,3,Mus,3,0,0.0,1,2.43353,747.823,-1395.31,307.299684,1819.8497052,0.01636
4930,1015062,606,5,5,0,0,Mus,4,Macaca,0.0007500750075007,5,2.5,2.5,1,0,Mus,4,Macaca,5,5,1.0,1,0.0480096,28.3691,-5680.11,590.9047357,1.3619891,0.51058
4931,1029221,1236,1513,1323,190,34,V7,477,Pan,0.111282730214769,506,13.156521739130437,1.0,1,1,Mus,309,Pan,506,1133,2.239130434782609,1,2.81452,1580.99,-13280.5,561.7263334,4449.7279748,0.239
4932,1029249,477,20,10,10,0,Gorilla,2,Mus,0.0038117019249094,2,2.0,2.0,2,0,Gorilla,2,Mus,2,0,0.0,1,0.0532086,25.0477,-3390.81,470.7453306,1.3327531,0.22551
4933,1029263,773,159,84,75,5,Mus,18,Macaca,0.018699282606139,21,3.4565217391304346,2.0,1,1,Mus,8,Pan,21,9,0.4285714285714285,1,0.571026,400.161,-6881.11,700.7754463,228.5023352,0.18194
4934,1029286,671,590,370,220,42,Rattus,137,Macaca,0.0799349681614957,158,12.040816326530612,6.0,6,1,Mus,99,Macaca,158,150,0.9493670886075948,1,8.32637,1406.58,-6055.57,168.9307585,11711.7055146,0.09213
4935,989322,681,178,109,69,13,Homo,35,Gorilla,0.0237618475503938,50,2.8253968253968256,2.0,2,1,Mus,28,Gorilla,50,40,0.8,1,0.967085,517.018,-6207.18,534.6148477,500.0003525,0.29668
4936,989348,480,310,174,136,26,Gorilla,33,Pan,0.0587121212121212,46,10.333333333333334,13.0,13,1,Mus,31,Pan,46,38,0.8260869565217391,1,4.85294,1321.86,-4317.45,272.3833388,6414.9072684,0.1493
4937,989349,487,430,215,215,3,Gorilla,43,Rattus,0.0802688071681911,43,21.5,21.5,40,3,Rattus,40,Mus,43,0,0.0,1,0.351246,162.713,-3978.95,463.245133,57.1522904,0.14279
4938,809354,669,296,216,80,9,Homo,95,Rattus,0.0402228563663541,154,6.040816326530612,1.0,1,1,Mus,88,Rattus,154,136,0.8831168831168831,1,1.75246,873.61,-5396.74,498.5049587,1530.9665806,0.20557
4939,809355,1307,921,699,222,36,Rattus,275,Macaca,0.0640606524309661,290,10.233333333333333,1.0,1,1,Mus,244,Pan,290,477,1.6448275862068966,1,2.48648,1625.88,-14417.7,653.8882275,4042.7181024,0.29774
4940,807289,309,20,10,10,0,Gorilla,2,Mus,0.0058840835539864,2,2.0,2.0,2,0,Gorilla,2,Mus,2,0,0.0,1,4.87594,1235.65,-1402.6,253.4178025,6024.955261,0.001
4941,807296,369,245,130,115,16,Gorilla,23,Mus,0.0603596945060359,38,11.666666666666666,15.0,7,7,Mus,16,Mus,38,15,0.3947368421052631,1,5.8192,1315.92,-2751.4,226.1341765,7657.601664,0.09749
4942,807306,562,549,309,240,48,Rattus,58,Pan,0.0888062115820123,83,34.3125,48.0,48,1,Mus,48,Mus,83,69,0.8313253012048193,1,3.62385,1222.21,-6031.44,337.2683748,4429.1057085,0.15241
4943,807161,508,751,421,330,4,Gorilla,108,Pan,0.1343951324266284,115,32.65217391304348,42.0,5,4,Gorilla,64,Homo,115,91,0.7913043478260869,1,5.55512,1295.84,-4257.22,233.2694883,7198.5467008,0.02604
4944,973054,684,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,115,91,0.7913043478260869,0,1e-06,1e-06,-9386.32,1.0,0.0,0.24648
4945,973065,106,162,92,70,11,Rattus,25,Pan,0.1389365351629502,25,7.714285714285714,11.0,3,3,Mus,22,Pan,25,22,0.88,1,1.28181,90.3304,-1045.81,70.4709746,115.78641,0.42194
4946,973068,1071,52,27,25,1,Pan,12,Mus,0.0044138867668279,13,2.260869565217391,1.0,1,1,Mus,6,Mus,13,2,0.1538461538461538,1,0.392923,406.818,-9277.38,1035.3631628,159.848149,0.08308
4947,973071,573,404,241,163,21,Gorilla,59,Pan,0.0640964620022211,59,9.395348837209305,3.0,16,1,Pan,40,Pan,59,78,1.3220338983050848,1,3.32424,1325.39,-5050.15,398.7046663,4405.9144536,0.11684
4948,969349,129,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,59,78,1.3220338983050848,0,1e-06,1e-06,-1423.65,1.0,0.0,0.36184
4949,969381,197,34,18,16,2,Pan,5,Mus,0.0156898938624826,7,3.090909090909091,2.0,2,2,Pan,5,Mus,7,2,0.2857142857142857,1,0.194467,37.1033,-1323.96,190.7948392,7.2153674,0.15688
4950,969392,532,175,95,80,15,Gorilla,16,Mus,0.0299043062200956,31,15.909090909090908,16.0,16,15,Gorilla,16,Mus,31,15,0.4838709677419355,1,0.375441,174.812,-4663.28,465.6177668,65.6315921,0.38525
4951,611444,242,178,114,64,6,Pan,50,Rattus,0.0668670172802404,58,12.714285714285714,6.0,6,6,Mus,50,Rattus,58,50,0.8620689655172413,1,4.16284,737.221,-1588.1,177.0956847,3068.9330676,0.094
4952,611446,254,120,60,60,0,Gorilla,12,Mus,0.0429491768074445,12,12.0,12.0,12,0,Gorilla,12,Mus,12,0,0.0,1,0.148247,36.7204,-1848.51,247.6974239,5.4436891,0.15941
4953,611449,224,218,119,99,19,Gorilla,20,Mus,0.0884740259740259,33,8.72,8.0,12,1,Macaca,12,Mus,33,20,0.6060606060606061,1,0.860754,143.949,-1803.12,167.235935,123.9046775,0.42023
4954,611455,201,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,33,20,0.6060606060606061,0,1e-06,1e-06,-1739.53,1.0,0.0,0.02056
4955,932255,731,160,90,70,7,Rattus,19,Pan,0.0198980226340007,27,3.404255319148936,1.0,1,1,Mus,16,Pan,27,20,0.7407407407407407,1,0.212717,144.136,-5677.08,677.5951146,30.6601775,0.37192
4956,932264,282,86,43,43,3,Rattus,9,Pan,0.0277240490006447,9,2.388888888888889,3.0,1,1,Pan,4,Mus,9,0,0.0,1,0.103484,28.1279,-1996.19,271.8091686,2.9107876,0.34693
4957,932580,140,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,9,0,0.0,0,1e-06,1e-06,-1363.89,1.0,0.0,0.18145
4958,935133,786,542,332,210,38,V7,98,Macaca,0.0626879481841313,161,9.344827586206897,5.0,1,1,Mus,49,Macaca,161,122,0.7577639751552795,1,0.531446,329.511,-7751.47,620.0272464,175.1173029,0.52686
4959,935162,196,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,161,122,0.7577639751552795,0,1e-06,1e-06,-1902.96,1.0,0.0,0.06432
4960,935259,749,404,290,114,2,Rattus,111,Mus,0.0490350770724602,111,31.07692307692308,22.0,22,2,Rattus,111,Mus,111,176,1.5855855855855856,1,1.38946,906.744,-6323.65,652.5873361,1259.8845182,0.10704
4961,935607,395,3,3,0,0,Mus,3,Macaca,0.0006904487917146,3,3.0,3.0,3,0,Mus,3,Macaca,3,3,1.0,1,0.0158858,6.24571,-3251.64,393.1630765,0.0992181,0.19158
4962,653350,590,550,275,275,1,Macaca,55,Mus,0.0847457627118644,55,27.5,27.5,54,1,Mus,54,Mus,55,0,0.0,1,1.58792,887.386,-3411.87,558.8354577,1409.0979771,0.03256
4963,653353,544,8,5,3,0,Mus,2,Gorilla,0.0013368983957219,2,1.0,1.0,1,0,Mus,1,Pan,2,2,1.0,1,0.595852,315.035,-2971.92,528.713506,187.7142348,0.04557
4964,653354,556,1,1,0,0,Mus,1,Gorilla,0.000163505559189,1,1.0,1.0,1,0,Mus,1,Gorilla,1,1,1.0,1,1.13398,598.548,-3701.63,527.829415,678.741461,0.04252
4965,653563,588,522,261,261,29,Mus,58,Pan,0.0807050092764378,58,29.0,29.0,29,29,Mus,29,Mus,58,0,0.0,1,12.5351,1578.59,-6529.71,125.9335785,19787.783509,0.0367
4966,1007095,528,521,369,152,21,Homo,137,Gorilla,0.0897038567493112,198,17.366666666666667,8.5,10,2,Mus,127,Gorilla,198,217,1.095959595959596,1,1.48661,517.025,-4962.14,347.7879202,768.6145352,0.3664
4967,1007212,569,4,2,2,0,Pan,1,Mus,0.0006390797251957,1,1.0,1.0,1,0,Pan,1,Mus,1,0,0.0,1,0.0597563,33.505,-4103.72,560.6940189,2.0021348,0.22762
4968,1015914,258,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,1,0,0.0,0,1e-06,1e-06,-2778.12,1.0,0.0,0.09377
4969,1015924,282,417,227,190,0,Homo,75,Gorilla,0.1344294003868472,75,37.90909090909091,38.0,38,0,Homo,38,Mus,75,37,0.4933333333333333,1,4.37359,804.931,-2744.74,184.0435432,3520.4381723,0.14069
4970,1015937,157,120,60,60,4,Macaca,12,Mus,0.0694846554719166,12,6.0,6.0,4,4,Mus,8,Mus,12,0,0.0,1,1.23564,155.832,-1247.69,126.1144023,192.5522525,0.2028
4971,1015950,223,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,12,0,0.0,0,1e-06,1e-06,-2075.92,1.0,0.0,0.0752
4972,1014830,210,24,13,11,0,Rattus,3,Pan,0.0103896103896103,3,1.0,1.0,1,0,Rattus,1,Mus,3,2,0.6666666666666666,1,0.0586996,12.0814,-1299.09,205.8174161,0.7091733,0.31251
4973,1015064,738,614,355,259,43,V2,83,Macaca,0.0756343927075634,105,12.791666666666666,8.0,8,1,Mus,34,Mus,105,96,0.9142857142857144,1,5.3208,1466.51,-7441.53,275.6183281,7803.006408,0.11581
4974,1015320,648,805,414,391,41,Gorilla,87,Macaca,0.1129349046015712,90,17.127659574468087,11.0,35,1,Pan,37,Mus,90,23,0.2555555555555555,1,0.627063,311.715,-5992.64,497.1031619,195.464943,0.51725
4975,809529,2823,4964,2804,2160,317,Homo,783,Gorilla,0.159855730525231,942,22.46153846153846,6.0,1,1,Mus,268,Gorilla,942,644,0.6836518046709129,1,3.4943,1517.84,-32794.4,434.3759837,5303.788312,0.14889
4976,809531,523,100,55,45,2,Homo,17,Mus,0.0173822353554667,19,3.703703703703704,3.0,2,1,Mus,7,Mus,19,10,0.5263157894736842,1,3.14631,1236.92,-4732.99,393.1335437,3891.7337652,0.09036
4977,1020615,305,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,19,10,0.5263157894736842,0,1e-06,1e-06,-3595.13,1.0,0.0,0.37609
4978,1020628,424,399,202,197,2,Macaca,59,Rattus,0.0855488850771869,60,7.125,4.0,1,1,Mus,23,Mus,60,5,0.0833333333333333,1,0.369979,133.652,-3509.06,361.2421246,49.4484333,0.48233
4979,1020649,464,106,106,0,0,Mus,105,Macaca,0.0207680250783699,106,53.0,53.0,1,0,Mus,105,Macaca,106,106,1.0,1,2.7006,1030.03,-4290.65,381.4078353,2781.699018,0.08042
4980,621956,313,16,8,8,0,Pan,4,Mus,0.0046471100784199,4,2.0,2.0,1,0,Pan,3,Mus,4,0,0.0,1,0.0382789,11.854,-2420.9,309.6745204,0.4537581,0.23825
4981,621996,570,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,4,0,0.0,0,1e-06,1e-06,-7388.1,1.0,0.0,0.12589
4982,621997,570,20,10,10,0,Gorilla,2,Mus,0.0031897926634768,2,2.0,2.0,2,0,Gorilla,2,Mus,2,0,0.0,1,0.0157687,8.93024,-5304.71,566.3269642,0.1408183,0.32544
4983,612649,261,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,2,0,0.0,0,1e-06,1e-06,-2172.33,1.0,0.0,0.0122
4984,613086,337,37,28,9,1,Pan,18,Gorilla,0.0099811168060426,22,3.083333333333333,1.0,1,1,Pan,18,Gorilla,22,19,0.8636363636363636,1,0.508223,158.65,-2701.97,312.1661161,80.6295789,0.15471
4985,613095,325,17,17,0,0,Rattus,15,Macaca,0.0047552447552447,17,8.5,8.5,2,0,Rattus,15,Macaca,17,17,1.0,1,0.287083,84.7039,-2620.38,295.050212,24.3170497,0.35332
4986,617035,892,367,184,183,1,Macaca,37,Pan,0.0374031797798613,37,21.58823529411765,36.0,36,1,Pan,36,Mus,37,1,0.027027027027027,1,2.06267,1396.1,-8134.62,676.8411816,2879.693587,0.05679
4987,1000088,273,21,12,9,0,Mus,3,Pan,0.0069930069930069,3,1.5,1.5,1,0,Mus,2,Pan,3,3,1.0,1,0.0347222,9.42081,-1772.17,271.3195016,0.3271112,0.12909
4988,1000109,253,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,3,3,1.0,0,1e-06,1e-06,-2680.91,1.0,0.0,0.12544
4989,986866,534,357,192,165,27,Gorilla,33,Mus,0.060776302349336,60,8.5,4.0,1,1,Mus,27,Mus,60,27,0.45,1,2.15602,812.325,-5088.2,376.7706236,1751.3889465,0.22134
4990,988292,770,505,267,238,21,Macaca,64,Gorilla,0.0596221959858323,77,6.733333333333333,4.0,1,1,Mus,26,Mus,77,29,0.3766233766233766,1,1.18161,662.918,-7700.95,561.0294429,783.310538,0.3485
4991,989568,378,13,8,5,0,Gorilla,4,Rattus,0.0031265031265031,4,1.0,1.0,1,0,Gorilla,1,Mus,4,3,0.75,1,0.638778,236.514,-1722.73,370.2600904,151.0799399,0.03041
4992,994096,244,371,196,175,21,Homo,35,Mus,0.1382265275707898,56,16.863636363636363,12.0,12,10,Homo,23,Mus,56,21,0.375,1,2.54892,475.556,-1773.24,186.5715676,1212.1541995,0.1254
4993,607691,164,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,56,21,0.375,0,1e-06,1e-06,-1638.34,1.0,0.0,0.19138
4994,611288,216,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,56,21,0.375,0,1e-06,1e-06,-1635.68,1.0,0.0,0.01
4995,611289,191,32,32,0,0,Pan,32,Gorilla,0.0152308424559733,32,32.0,32.0,32,0,Mus,32,Gorilla,32,32,1.0,1,8.77047,1205.02,-1411.12,137.3951453,10568.5917594,0.01
4996,611290,204,35,35,0,0,Pan,35,Gorilla,0.0155971479500891,35,35.0,35.0,35,0,Mus,35,Gorilla,35,35,1.0,1,12.1324,1504.26,-1143.06,123.98701,18250.284024,0.01
4997,946901,669,282,160,122,24,Pan,37,Macaca,0.0383204239706481,62,8.057142857142857,2.0,1,1,Mus,34,Macaca,62,38,0.6129032258064516,1,1.80049,930.262,-5553.11,516.6715727,1674.9274284,0.17222
4998,946914,564,223,115,108,12,Gorilla,27,Mus,0.0359445519019987,34,4.551020408163265,4.0,1,1,Mus,19,Mus,34,7,0.2058823529411764,1,0.416958,212.32,-4582.02,509.211959,88.5285226,0.25906
4999,946941,376,23,15,8,0,Macaca,5,Gorilla,0.0055609284332688,7,1.9166666666666667,1.5,1,0,Macaca,3,Mus,7,7,1.0,1,0.0579256,20.8589,-3085.49,360.0981259,1.2082643,0.7442
5000,946951,525,128,128,0,0,Mus,64,Pan,0.0221645021645021,64,64.0,64.0,64,0,Mus,64,Pan,64,128,2.0,1,3.6216,1311.26,-5075.04,362.0664899,4748.859216,0.05911
5001,1012972,174,84,50,34,6,Mus,10,Pan,0.0438871473354232,18,3.36,4.0,1,1,Mus,8,Gorilla,18,16,0.8888888888888888,1,0.392315,59.7793,-1349.96,152.3757695,23.4523161,0.36786
5002,1013004,232,256,131,125,11,Macaca,28,Gorilla,0.1003134796238244,29,11.636363636363637,10.0,18,1,Macaca,18,Mus,29,6,0.2068965517241379,1,2.19279,372.06,-1880.85,169.6742506,815.8494474,0.17363
5003,1013006,287,720,360,360,40,Mus,80,Pan,0.2280646183085207,80,37.89473684210526,40.0,1,1,Pan,79,Pan,80,0,0.0,1,2.9988,578.736,-2143.7,192.9891957,1735.5135168,0.18076
5004,1013007,235,797,407,390,4,Mus,109,Pan,0.3083172147001934,110,33.208333333333336,41.5,55,1,Mus,55,Pan,110,17,0.1545454545454545,1,0.418005,77.7239,-1693.81,185.9401203,32.4889788,0.66117
5005,955971,1533,1298,842,456,84,V9,237,Pan,0.0769732550554468,319,15.270588235294118,5.0,1,1,Mus,155,Pan,319,386,1.2100313479623823,1,2.38236,1573.97,-17938.8,660.6768079,3749.7631692,0.15622
5006,989884,262,52,31,21,0,Rattus,7,Pan,0.0180430256766134,10,6.5,7.0,7,0,Rattus,7,Pan,10,10,1.0,1,0.152093,36.373,-2237.34,239.1497308,5.5320787,0.62495
5007,989887,825,434,349,85,13,Homo,138,Pan,0.0478236914600551,162,7.890909090909091,2.0,1,1,Mus,90,Pan,162,264,1.6296296296296295,1,0.978554,590.012,-8579.35,602.9427093,577.3586026,0.40424
5008,989891,336,81,72,9,0,Macaca,66,Rattus,0.0219155844155844,66,5.4,1.0,1,0,Macaca,63,Rattus,66,63,0.9545454545454546,1,0.215593,65.0984,-2568.86,301.9504344,14.0347594,0.5247
5009,989894,240,202,142,60,11,Gorilla,83,Macaca,0.0765151515151515,94,8.782608695652174,8.0,3,3,Mus,71,Macaca,94,82,0.8723404255319149,1,0.982142,178.735,-1961.4,181.9848861,175.5431504,0.3505
5010,988299,867,712,384,328,57,Mus,83,Rattus,0.0746566006081577,128,4.979020979020979,3.0,1,1,Mus,23,Gorilla,128,56,0.4375,1,0.303221,220.947,-7901.25,728.6665501,66.9957703,0.64226
5011,988593,182,60,30,30,1,Macaca,6,Mus,0.0299700299700299,6,3.0,3.0,1,1,Mus,5,Mus,6,0,0.0,1,2.3488,393.22,-963.573,167.4131471,923.595136,0.03532
5012,988810,492,521,272,249,20,Homo,63,Pan,0.0962675535846267,63,28.944444444444443,23.0,23,20,Mus,40,Pan,63,23,0.365079365079365,1,12.8311,1300.57,-7734.71,101.3607563,16687.743727,0.10372
5013,1018082,773,504,252,252,17,Gorilla,51,Mus,0.0592731976949312,51,21.0,17.0,33,1,Mus,33,Mus,51,0,0.0,1,9.36556,1493.01,-8968.93,159.4149202,13982.8747356,0.07169
5014,1018085,394,581,312,269,41,Pan,71,V9,0.1340562990309183,74,34.1764705882353,41.0,3,3,Mus,71,V9,74,43,0.581081081081081,1,1.0703,272.445,-3634.4,254.5501261,291.5978835,0.55064
5015,1018087,786,790,455,335,63,Mus,125,Gorilla,0.0913717325931066,188,15.490196078431373,3.0,5,1,Mus,57,Mus,188,120,0.6382978723404256,1,1.13023,631.918,-7763.41,559.1056688,714.2126811,0.38038
5016,984587,642,84,84,0,0,Mus,42,Pan,0.0118946474086661,42,42.0,42.0,42,0,Mus,42,Pan,42,84,2.0,1,3.91108,1676.08,-5646.13,428.5465907,6555.2829664,0.03539
5017,984590,611,262,170,92,18,Mus,78,Gorilla,0.0389822943014432,96,10.916666666666666,2.0,2,2,Mus,76,Gorilla,96,78,0.8125,1,2.68291,1161.25,-5433.23,432.8322605,3115.5292375,0.14011
5018,984599,425,121,98,23,1,Mus,75,Pan,0.0258823529411764,76,3.903225806451613,1.0,1,1,Mus,73,Pan,76,75,0.986842105263158,1,0.781744,282.022,-3718.61,360.7600442,220.4690064,0.23248
5019,1029524,654,170,136,34,0,V5,34,Pan,0.0236308034473172,51,21.25,17.0,17,0,V5,34,Pan,51,102,2.0,1,4.3624,1482.75,-4838.66,339.8931781,6468.3486,0.06421
5020,1030027,940,578,316,262,25,Gorilla,78,Mus,0.0558994197292069,82,30.42105263157895,52.0,52,1,Mus,52,Mus,82,54,0.6585365853658537,1,1.76656,1234.53,-10540.0,698.8327597,2180.8713168,0.18767
5021,1030118,429,1190,595,595,45,Rattus,119,Mus,0.2521720703538885,119,59.5,59.5,74,45,Mus,74,Mus,119,0,0.0,1,38.195,1644.9,-4149.03,43.0658463,62826.9555,0.02643
5022,1030229,392,429,270,159,31,Pan,110,Homo,0.0994897959183673,141,15.88888888888889,8.0,8,1,Macaca,81,Homo,141,111,0.7872340425531915,1,6.75465,1312.91,-4622.68,194.371285,8868.2475315,0.18667
