OMA_group,seq_Mus,seq_Rattus,seq_Pan,seq_Homo,seq_Gorilla,seq_Macaca,seq_V2,seq_V5,seq_V7,seq_V9,seq_root,tree_Mus,tree_Rattus,tree_Pan,tree_Homo,tree_Gorilla,tree_Macaca,tree_V2,tree_V5,tree_V7,tree_V9,tree_root
779065,463,463,463,463,432,463,463,463,463,463,463,0.05828,0.05614,0.0545,0.0545,0.0583,0.04007,0.0414,0.0544,0.04897,0.02946,0
779334,263,239,252,252,252,231,239,252,252,252,239,0.52721,0.44384,0.52717,0.52721,0.52707,0.52211,0.28044,0.52321,0.51913,0.48186,0
779340,758,757,761,761,763,761,757,761,761,761,761,0.04459,0.03568,0.00772,0.00772,0.04459,0.00815,0.03072,0.00762,0.00672,0.00457,0
779891,728,733,747,744,745,744,731,745,745,745,731,0.36479,0.37276,0.37276,0.3331,0.33298,0.30991,0.26946,0.333,0.33164,0.30624,0
779893,438,438,442,442,442,442,438,442,442,442,438,0.28589,0.29443,0.29229,0.29444,0.29219,0.2632,0.22788,0.29219,0.28994,0.24945,0
779908,459,465,473,473,473,474,465,473,473,474,465,0.15625,0.14746,0.14997,0.15421,0.15626,0.14336,0.11776,0.14987,0.14977,0.14326,0
779940,147,143,147,147,147,118,147,147,147,147,147,0.20745,0.21271,0.16639,0.17311,0.14655,0.21271,0.14201,0.15976,0.14645,0.12781,0
779952,196,196,195,195,197,195,196,195,195,195,195,0.19392,0.24259,0.2273,0.2273,0.2426,0.20673,0.17799,0.2272,0.2271,0.16278,0
779958,197,197,194,194,194,194,197,194,194,194,194,0.22731,0.19077,0.22054,0.22052,0.2273,0.21405,0.18286,0.21539,0.2004,0.18017,0
780539,602,603,570,585,585,569,602,585,585,569,602,0.3211,0.31807,0.29891,0.29223,0.32111,0.30107,0.18637,0.28329,0.28319,0.25081,0
780541,537,537,537,537,545,537,537,537,537,537,537,0.06146,0.07122,0.07122,0.06758,0.06749,0.06989,0.05317,0.06748,0.06561,0.0592,0
780543,347,410,360,360,360,360,347,360,360,360,347,0.10357,0.10755,0.10478,0.10749,0.10197,0.10755,0.06616,0.10468,0.10187,0.08889,0
780592,177,189,177,177,177,177,177,177,177,177,177,0.18623,0.23491,0.23501,0.21818,0.22923,0.22963,0.15406,0.21808,0.21798,0.20628,0
780593,214,206,206,206,206,208,206,206,206,206,206,0.08205,0.11899,0.08301,0.07804,0.07794,0.119,0.04297,0.07794,0.07784,0.07774,0
780784,452,462,447,466,466,571,452,466,466,468,452,0.08813,0.13998,0.14009,0.10261,0.10466,0.11569,0.03354,0.09833,0.09823,0.09387,0
781241,1392,1389,1401,1401,1401,1399,1390,1401,1401,1401,1390,0.08101,0.07944,0.07678,0.07678,0.07669,0.08101,0.0419,0.07463,0.07242,0.06269,0
781326,434,440,434,434,437,434,434,434,434,434,434,0.05163,0.06148,0.05926,0.06158,0.05686,0.05899,0.03829,0.05466,0.05456,0.05218,0
781343,494,494,499,499,436,493,494,499,499,493,494,0.10476,0.08858,0.10486,0.10423,0.10046,0.10007,0.06854,0.10046,0.10036,0.08991,0
781790,462,462,462,462,464,462,462,462,462,462,462,0.07224,0.07347,0.07139,0.07139,0.07346,0.06974,0.044,0.06922,0.06912,0.05952,0
782046,525,526,525,525,525,525,525,525,525,525,525,0.12351,0.09434,0.10524,0.10899,0.10877,0.12352,0.06482,0.10514,0.1031,0.0892,0
782047,556,563,536,536,542,536,550,536,539,539,550,0.11785,0.12307,0.12128,0.11583,0.11755,0.12307,0.06179,0.1117,0.11093,0.09885,0
782401,502,502,501,501,504,501,502,501,501,501,501,0.05749,0.05917,0.05927,0.05927,0.05729,0.05902,0.05327,0.05917,0.05719,0.05212,0
782411,618,619,619,619,619,619,618,619,619,619,618,0.11092,0.08649,0.10611,0.11091,0.10448,0.09879,0.07412,0.10601,0.10438,0.08979,0
782412,512,512,507,507,519,507,512,507,507,507,507,0.05107,0.04529,0.04226,0.04226,0.04418,0.05107,0.03826,0.04025,0.04015,0.03314,0
782425,1085,1085,1021,1085,1085,1054,1085,1085,1085,1085,1085,0.02007,0.01717,0.02006,0.02,0.01912,0.01926,0.01394,0.01908,0.01818,0.01538,0
782442,478,479,470,470,470,480,479,470,470,477,479,0.22443,0.24101,0.24101,0.23452,0.23034,0.21869,0.13121,0.23238,0.23024,0.21134,0
783042,1002,1002,1030,1021,1054,1030,1002,1030,1030,1030,1030,0.05602,0.05985,0.03675,0.03679,0.05985,0.03217,0.04459,0.03188,0.03074,0.02217,0
783462,195,195,199,199,203,199,195,199,199,199,199,0.11939,0.11125,0.11915,0.11414,0.11938,0.10863,0.10462,0.10918,0.10908,0.09363,0
784482,489,493,489,489,489,489,489,489,489,489,488,0.086,0.09802,0.09167,0.09802,0.09137,0.09539,0.07236,0.08958,0.08734,0.07189,0
784592,242,256,242,242,259,242,242,242,242,242,242,0.08498,0.11921,0.11911,0.11911,0.11921,0.10747,0.05022,0.11901,0.11499,0.0966,0
784728,170,170,171,171,171,171,170,171,171,171,171,0.35109,0.3281,0.35109,0.33808,0.33262,0.26506,0.25676,0.32656,0.32015,0.20087,0
784791,340,340,364,364,256,364,340,364,364,364,328,0.29508,0.32608,0.31578,0.32608,0.32146,0.30643,0.25053,0.30484,0.30187,0.23927,0
785287,313,313,313,313,314,313,313,313,313,313,313,0.08591,0.09277,0.08656,0.09287,0.08955,0.08649,0.06725,0.08646,0.08636,0.07303,0
785292,343,316,307,307,307,306,316,307,307,307,316,0.13829,0.14679,0.1468,0.13351,0.137,0.13123,0.08501,0.13341,0.1235,0.0994,0
785425,396,392,398,398,317,398,396,398,398,398,392,0.23011,0.22295,0.23012,0.22733,0.22879,0.21852,0.16602,0.21946,0.21909,0.16538,0
785427,431,432,431,431,436,431,431,431,431,431,431,0.02923,0.0293,0.02936,0.02936,0.0293,0.02446,0.02231,0.02464,0.02454,0.02214,0
785589,340,347,371,371,331,351,346,371,357,357,346,0.34549,0.29176,0.34173,0.34549,0.32087,0.30747,0.20647,0.33817,0.3116,0.28307,0
785598,171,177,218,218,218,218,171,218,218,218,171,0.21677,0.19538,0.21215,0.21677,0.21209,0.18262,0.1817,0.21205,0.20735,0.18067,0
785613,480,480,497,497,497,497,480,497,497,497,480,0.05665,0.05546,0.05474,0.05665,0.05464,0.05107,0.03735,0.05464,0.05262,0.04777,0
785623,858,855,858,858,850,858,858,858,858,858,858,0.13464,0.13002,0.13312,0.13195,0.13464,0.13422,0.11207,0.1296,0.12739,0.12184,0
785643,530,528,535,535,535,535,529,535,535,535,529,0.06646,0.07412,0.0654,0.0654,0.0709,0.07412,0.04171,0.0653,0.0652,0.05704,0
785713,409,388,391,391,392,391,402,391,391,391,383,0.15736,0.15774,0.15254,0.15773,0.15533,0.15106,0.11746,0.14995,0.14746,0.11343,0
786604,173,173,184,184,184,165,173,184,184,175,173,0.12275,0.18284,0.18294,0.1829,0.18278,0.1608,0.0989,0.17731,0.17721,0.14953,0
786615,624,508,598,596,596,589,611,596,596,598,598,0.05068,0.07453,0.0659,0.06251,0.07452,0.03613,0.03687,0.06082,0.05912,0.03335,0
786646,658,681,616,616,616,620,653,616,616,620,653,0.13356,0.09543,0.12872,0.13356,0.12862,0.13003,0.08312,0.12862,0.12698,0.11593,0
786649,556,556,548,549,420,548,556,549,549,549,556,0.1526,0.11734,0.14511,0.15243,0.15204,0.1526,0.09062,0.14501,0.14491,0.13641,0
786652,487,518,402,402,402,402,484,402,402,402,484,0.3963,0.33501,0.38086,0.3909,0.3963,0.34984,0.16704,0.38076,0.37042,0.32951,0
786678,200,198,198,198,200,198,198,198,198,198,198,0.27573,0.31229,0.31239,0.30733,0.3023,0.27539,0.18408,0.3023,0.3022,0.23935,0
786687,128,128,131,131,131,128,128,131,131,128,128,0.08121,0.13693,0.13704,0.12934,0.12924,0.12121,0.03856,0.12924,0.12914,0.12111,0
787363,790,790,790,790,920,790,790,790,790,790,790,0.0239,0.01496,0.02154,0.02154,0.0239,0.02264,0.01248,0.02144,0.02134,0.0188,0
787486,664,620,666,666,666,667,664,666,666,667,664,0.09999,0.1071,0.10213,0.10213,0.10711,0.09776,0.08083,0.10203,0.09916,0.0843,0
787488,226,226,224,224,224,224,226,224,224,224,226,0.09746,0.066,0.08839,0.09756,0.09276,0.08609,0.04169,0.08829,0.08819,0.08256,0
787531,419,419,424,424,424,424,419,424,424,424,419,0.29117,0.30211,0.30211,0.28765,0.29003,0.28755,0.20295,0.2853,0.28056,0.25709,0
787995,173,173,179,179,179,179,173,179,179,179,173,0.23594,0.31583,0.27995,0.29705,0.26888,0.31582,0.20191,0.27439,0.26878,0.26638,0
788053,531,530,531,531,520,531,531,531,531,531,531,0.10715,0.10958,0.067,0.0596,0.10959,0.05596,0.0948,0.05664,0.05488,0.03825,0
788132,511,512,514,514,514,515,511,514,514,515,511,0.21135,0.16006,0.21135,0.20558,0.20642,0.20456,0.12322,0.20069,0.19618,0.16958,0
788186,102,102,100,100,101,100,102,100,100,100,102,0.21815,0.36133,0.36143,0.33116,0.33106,0.25874,0.12238,0.33106,0.33096,0.25864,0
788206,445,445,447,447,453,447,445,447,447,447,447,0.05673,0.05813,0.03309,0.03309,0.05813,0.04313,0.04821,0.03299,0.03124,0.02522,0
788212,567,567,530,530,548,530,567,530,548,548,567,0.07589,0.07604,0.07604,0.07604,0.07274,0.07394,0.0474,0.07216,0.06842,0.06014,0
788216,516,487,518,518,572,518,516,518,518,518,516,0.06187,0.07633,0.06422,0.05655,0.07633,0.05192,0.05164,0.05645,0.05635,0.05026,0
788217,627,628,626,626,518,637,628,626,637,637,623,0.03556,0.03389,0.03381,0.0354,0.03403,0.03556,0.03231,0.03222,0.03212,0.02914,0
788222,422,423,477,477,427,477,423,477,477,477,423,0.07038,0.05079,0.0613,0.0613,0.05737,0.07038,0.04089,0.0612,0.05727,0.05172,0
788224,358,316,357,348,357,357,358,357,357,357,358,0.16498,0.12699,0.16203,0.15933,0.16498,0.15272,0.11109,0.15923,0.15649,0.14168,0
788236,615,614,614,614,614,613,614,614,614,614,614,0.02498,0.02985,0.02566,0.02566,0.02403,0.02984,0.0165,0.02556,0.02393,0.02018,0
788432,418,345,421,421,437,421,418,421,421,421,418,0.05868,0.0467,0.05651,0.05651,0.05868,0.05665,0.03902,0.05641,0.05631,0.05051,0
788445,270,270,278,278,278,273,270,278,278,273,273,0.13018,0.15425,0.1392,0.1392,0.15425,0.12455,0.11923,0.1391,0.13197,0.10738,0
788978,396,396,408,408,408,409,396,408,408,408,385,0.19449,0.18125,0.19148,0.18899,0.19448,0.18814,0.16353,0.18651,0.18423,0.16023,0
788981,1781,1788,1655,1711,1718,1659,1787,1785,1785,1784,1787,0.04724,0.0443,0.04708,0.04646,0.04647,0.04723,0.0322,0.04587,0.04473,0.04055,0
788984,1240,1230,1250,1250,1249,1246,1235,1250,1250,1248,1235,0.1806,0.18012,0.18061,0.17898,0.17814,0.1771,0.11924,0.17817,0.17572,0.16776,0
788994,896,895,903,897,903,897,896,903,903,897,896,0.34719,0.40503,0.39301,0.39722,0.40309,0.40503,0.24049,0.3872,0.38503,0.34713,0
789016,263,260,193,193,190,193,261,193,198,198,261,0.17157,0.23201,0.22118,0.23212,0.22108,0.2034,0.14521,0.22108,0.22098,0.19492,0
789269,594,595,595,595,607,595,595,595,595,595,595,0.13598,0.11244,0.09342,0.09674,0.13599,0.08407,0.09272,0.08822,0.08664,0.06867,0
789289,625,689,626,626,630,627,628,626,627,627,627,0.08531,0.08268,0.04,0.03848,0.08531,0.04543,0.07077,0.03838,0.03677,0.03456,0
789662,210,210,236,236,236,236,210,236,236,236,210,0.12547,0.127,0.12054,0.12054,0.12423,0.127,0.09725,0.12044,0.11797,0.09803,0
789835,1090,1090,1084,1084,1084,1084,1090,1084,1084,1084,1084,0.09465,0.09819,0.08145,0.07863,0.0982,0.06972,0.07343,0.07583,0.07495,0.05948,0
790078,641,636,644,644,644,644,636,644,644,644,636,0.13756,0.11533,0.11097,0.11555,0.13755,0.11585,0.08063,0.1094,0.1072,0.09353,0
790164,109,106,117,115,115,116,109,115,115,117,109,0.33179,0.48659,0.43976,0.43976,0.44873,0.48659,0.32968,0.43966,0.43956,0.43946,0
790742,207,207,207,207,207,207,207,207,207,207,207,0.09258,0.08046,0.08704,0.08704,0.08231,0.09258,0.04985,0.08694,0.08221,0.07293,0
790747,592,593,592,592,592,592,593,592,592,592,593,0.08857,0.12787,0.1238,0.12213,0.12786,0.10637,0.05326,0.11711,0.11581,0.10166,0
790760,316,318,317,317,317,317,318,317,317,317,318,0.07449,0.10655,0.10348,0.10348,0.10656,0.1062,0.06657,0.1003,0.1002,0.09682,0
790778,1945,1611,1905,1905,1851,1853,1942,1905,1905,1906,1942,0.10698,0.0988,0.09767,0.09874,0.09862,0.10697,0.07706,0.09552,0.09432,0.08801,0
790784,982,981,980,1023,1025,1019,979,1023,1023,1022,979,0.46977,0.46781,0.43341,0.42677,0.42372,0.46977,0.34214,0.42072,0.41622,0.40528,0
790791,686,620,780,780,780,765,685,780,780,780,685,0.39171,0.43991,0.41752,0.41649,0.4171,0.43992,0.25256,0.40996,0.4038,0.3549,0
790843,389,388,418,418,420,421,389,418,421,421,389,0.23433,0.2343,0.23443,0.19135,0.18666,0.20277,0.17217,0.18666,0.18656,0.16796,0
790851,371,372,373,373,371,373,371,373,373,373,371,0.12201,0.10901,0.11944,0.12201,0.11653,0.10774,0.06069,0.11934,0.1139,0.10541,0
791408,275,275,274,274,274,274,275,274,274,274,274,0.02475,0.02829,0.02849,0.0249,0.0248,0.02828,0.02465,0.0248,0.0247,0.0246,0
791418,188,188,189,189,189,188,188,189,189,188,188,0.19146,0.15895,0.1862,0.19146,0.18086,0.18325,0.11753,0.1861,0.18076,0.17665,0
791420,238,236,255,255,256,252,236,256,256,252,229,0.77122,0.7019,0.77121,0.72603,0.72418,0.58291,0.50835,0.70727,0.6898,0.52993,0
791449,1048,1047,981,1067,1067,1069,1048,1067,1067,1066,1048,0.09641,0.12839,0.12303,0.12849,0.12754,0.11858,0.06541,0.12094,0.12084,0.10659,0
791497,763,761,832,832,886,832,761,832,832,832,832,0.27314,0.29291,0.20017,0.20955,0.29291,0.18818,0.21741,0.19763,0.19428,0.14438,0
791525,295,295,295,295,218,295,295,295,295,295,295,0.04183,0.04182,0.03863,0.04193,0.03853,0.03202,0.03838,0.03853,0.03843,0.03182,0
791526,252,245,265,265,300,265,252,265,265,265,265,0.64389,0.64987,0.42679,0.44124,0.64987,0.28676,0.52849,0.40939,0.39375,0.2752,0
791530,435,435,409,440,440,379,435,440,440,436,435,0.06805,0.07521,0.06855,0.073,0.07521,0.05844,0.04332,0.06845,0.06835,0.05621,0
791836,465,463,465,465,465,465,465,465,465,465,465,0.13092,0.19374,0.18567,0.1921,0.18556,0.19373,0.03433,0.18557,0.1834,0.18091,0
791878,326,326,329,329,330,329,326,329,329,329,326,0.11704,0.10784,0.11395,0.11705,0.11085,0.09925,0.07738,0.11088,0.10778,0.09104,0
792123,891,888,1047,1047,1043,999,891,1047,1047,1000,846,0.42075,0.43594,0.42816,0.43593,0.43136,0.39078,0.33654,0.42528,0.4225,0.36032,0
792130,423,425,421,424,375,424,423,424,424,424,423,0.03796,0.02593,0.03547,0.03775,0.03796,0.03568,0.01973,0.03537,0.03527,0.02952,0
792571,415,415,416,416,416,416,415,416,416,416,415,0.12338,0.11264,0.12347,0.12114,0.12338,0.12177,0.10303,0.12104,0.12094,0.10639,0
792573,492,430,492,492,492,492,492,492,492,492,492,0.08549,0.06902,0.07747,0.07747,0.08548,0.08208,0.05121,0.07737,0.07727,0.07453,0
793504,436,436,441,441,441,442,436,441,441,442,436,0.08786,0.10977,0.10341,0.10341,0.09439,0.10977,0.05315,0.10114,0.09429,0.09055,0
793798,384,383,370,345,345,347,383,345,345,345,345,0.09116,0.09784,0.09795,0.07668,0.07945,0.07767,0.08116,0.07658,0.07648,0.07092,0
793841,160,160,157,157,157,161,160,157,157,160,160,0.1704,0.20561,0.1922,0.2056,0.20321,0.204,0.14426,0.1853,0.16959,0.09286,0
794006,665,665,684,684,684,684,665,684,684,684,665,0.09464,0.08731,0.09229,0.09079,0.08631,0.09464,0.07266,0.08636,0.08486,0.07284,0
794087,178,169,168,173,173,173,178,173,173,173,178,0.00367,0.26287,0.26287,0.25013,0.25064,0.23108,0.00357,0.23819,0.23247,0.21038,0
795013,458,455,458,458,456,458,458,458,458,458,458,0.05756,0.08232,0.04996,0.04996,0.08232,0.05615,0.04507,0.04986,0.0477,0.04421,0
795107,184,183,185,185,199,199,183,185,199,199,199,0.29745,0.32009,0.26442,0.25904,0.25369,0.32009,0.25474,0.25369,0.25359,0.22953,0
795141,558,558,543,579,580,526,558,579,579,561,555,0.06059,0.06467,0.0591,0.06077,0.06467,0.04835,0.04897,0.05724,0.05296,0.04666,0
795174,239,239,257,279,285,263,239,279,285,263,219,0.26397,0.2336,0.26185,0.26397,0.24157,0.2533,0.20734,0.24892,0.23284,0.21424,0
795176,152,152,153,151,153,137,152,153,153,152,152,0.12779,0.11723,0.11073,0.11073,0.12372,0.12778,0.09289,0.11063,0.10403,0.09148,0
795790,820,825,833,822,822,862,820,822,822,820,820,0.14065,0.17007,0.16636,0.16408,0.17008,0.16681,0.09479,0.1628,0.1597,0.12661,0
795815,659,624,426,629,646,629,624,629,629,629,623,0.25375,0.2302,0.18121,0.18094,0.25375,0.18904,0.1706,0.17453,0.17443,0.15974,0
795825,377,377,380,380,380,380,377,380,380,380,377,0.02548,0.05927,0.05937,0.05681,0.05671,0.0569,0.02087,0.05671,0.05661,0.04872,0
795833,172,172,173,174,174,173,172,174,174,174,174,0.11799,0.14248,0.0956,0.10125,0.14247,0.11572,0.09628,0.0955,0.0954,0.08463,0
796077,217,216,216,216,216,216,216,216,216,216,216,0.16359,0.11069,0.1636,0.15884,0.14978,0.15237,0.06058,0.14959,0.14508,0.13696,0
796282,1240,1256,1225,1226,1247,1226,1240,1225,1243,1244,1244,0.15659,0.15537,0.12248,0.1233,0.15659,0.11627,0.12903,0.12002,0.11812,0.10045,0
796375,893,807,896,896,898,896,894,896,896,896,894,0.11996,0.11973,0.11996,0.11775,0.11678,0.11812,0.08347,0.11661,0.11444,0.10886,0
796383,83,83,115,115,115,83,83,115,115,83,83,0.16797,0.13757,0.16797,0.15917,0.12245,0.13824,0.11939,0.15907,0.12235,0.05608,0
796399,1544,1531,1525,1544,1433,1525,1543,1544,1544,1544,1543,0.03711,0.08507,0.08367,0.08311,0.08435,0.08506,0.01661,0.08301,0.08227,0.07776,0
796400,1552,1576,1562,1562,1562,1562,1562,1562,1562,1562,1562,0.08392,0.0858,0.0832,0.08581,0.08247,0.07634,0.05429,0.0819,0.07925,0.06945,0
796431,710,653,712,711,712,712,710,712,712,712,710,0.1496,0.14693,0.1433,0.14621,0.14624,0.1496,0.11262,0.14041,0.13899,0.12809,0
796443,356,356,357,357,357,275,356,357,357,355,356,0.09191,0.09345,0.09346,0.08786,0.09166,0.07296,0.05307,0.08776,0.08258,0.06285,0
797541,740,778,740,740,546,707,740,740,740,740,740,0.08367,0.07566,0.06731,0.06469,0.08366,0.07074,0.05881,0.06459,0.06449,0.05129,0
797542,745,745,791,791,760,789,745,791,791,772,745,0.12613,0.12508,0.12407,0.12136,0.12518,0.12614,0.08277,0.11886,0.11602,0.09795,0
797543,798,798,801,801,782,798,798,801,801,801,801,0.15509,0.15907,0.0306,0.02568,0.15907,0.02151,0.13155,0.02558,0.02316,0.01469,0
797545,763,761,760,760,760,760,762,760,760,760,762,0.1585,0.15373,0.1585,0.15192,0.14914,0.14578,0.11075,0.15182,0.14782,0.12098,0
797687,532,566,534,534,534,491,532,534,534,534,532,0.11365,0.10481,0.10987,0.11365,0.10991,0.11049,0.0754,0.10419,0.10231,0.09503,0
797785,484,400,479,479,482,480,480,479,479,480,480,0.02032,0.01627,0.02043,0.01842,0.01832,0.01607,0.01617,0.01832,0.01822,0.01398,0
797804,960,960,967,967,904,967,960,967,967,967,960,0.11135,0.11564,0.10683,0.10682,0.11494,0.11565,0.0665,0.10471,0.10461,0.08644,0
797805,1030,1031,1043,1043,1043,989,1029,1043,1043,1043,1029,0.13329,0.17918,0.16846,0.17048,0.16478,0.17919,0.07998,0.16459,0.15981,0.15626,0
797824,541,541,491,491,526,491,541,491,491,491,541,0.10982,0.12863,0.1127,0.1127,0.11667,0.12863,0.08615,0.1126,0.11047,0.10683,0
797843,305,308,308,314,304,309,308,308,308,308,308,0.0316,0.01836,0.02189,0.02503,0.01864,0.03161,0.01124,0.02179,0.01854,0.01844,0
797845,318,307,299,299,299,304,310,299,299,299,310,0.52883,0.52841,0.52883,0.5168,0.50948,0.49807,0.33452,0.50145,0.48763,0.40275,0
797846,255,208,201,201,238,184,209,201,201,201,201,0.39763,0.37423,0.31236,0.33217,0.36428,0.39764,0.31854,0.31226,0.30907,0.21962,0
798152,418,418,424,424,424,420,418,424,424,420,418,0.10521,0.11396,0.11396,0.10699,0.11165,0.10093,0.06117,0.10689,0.10213,0.09433,0
798153,425,423,425,425,425,436,425,425,425,425,425,0.08973,0.09105,0.0835,0.09106,0.07842,0.07436,0.06375,0.08188,0.07832,0.05687,0
798313,1515,1318,1522,1522,1526,1622,1515,1522,1527,1527,1515,0.18143,0.16013,0.11981,0.12228,0.18143,0.12556,0.12095,0.11873,0.11765,0.11304,0
798408,152,144,153,153,153,153,152,153,153,153,152,0.09147,0.11884,0.0982,0.09817,0.09137,0.11884,0.06775,0.09137,0.09127,0.09117,0
798450,237,238,241,241,241,241,238,241,241,241,238,0.31046,0.21737,0.27235,0.26841,0.26831,0.31047,0.15357,0.26831,0.26821,0.25751,0
798987,242,242,246,246,246,246,242,246,246,246,242,0.05343,0.02318,0.04539,0.05343,0.04132,0.04042,0.02308,0.04529,0.04122,0.03468,0
799111,946,946,942,942,942,860,946,942,942,942,946,0.0512,0.03862,0.05119,0.05022,0.05012,0.04302,0.02071,0.05012,0.04797,0.03923,0
799148,1409,1400,1393,1393,1394,1393,1401,1393,1394,1394,1401,0.12409,0.12557,0.12362,0.12556,0.12418,0.11914,0.07336,0.12172,0.12031,0.10134,0
799589,376,376,373,373,373,373,376,373,373,373,376,0.13546,0.0796,0.12273,0.12548,0.12536,0.13546,0.05079,0.12,0.1199,0.10819,0
799663,924,924,896,926,930,896,924,932,932,929,924,0.06653,0.06363,0.06548,0.06654,0.0661,0.0618,0.046,0.06435,0.06249,0.05379,0
799722,195,195,196,196,196,177,195,196,196,196,196,0.02974,0.0399,0.02343,0.01842,0.01832,0.0399,0.02964,0.01832,0.01822,0.01715,0
799730,300,301,382,382,382,382,301,382,382,382,301,0.27961,0.30707,0.29018,0.28492,0.29539,0.30707,0.22679,0.28229,0.28219,0.27705,0
799734,126,130,138,138,144,146,130,138,144,142,130,0.48444,0.45318,0.48353,0.46886,0.46412,0.48444,0.37586,0.46876,0.45543,0.38687,0
800381,940,940,941,941,905,883,940,941,940,940,940,0.0077,0.01189,0.01219,0.01219,0.01209,0.01199,0.0076,0.01209,0.01199,0.01189,0
800386,1003,1002,1043,1043,795,753,1002,1042,1042,1040,1040,0.11778,0.11631,0.08492,0.08293,0.08471,0.11778,0.09429,0.07233,0.06652,0.04517,0
800391,843,843,839,839,843,839,843,839,839,839,839,0.27736,0.24833,0.17405,0.17998,0.27736,0.14882,0.21391,0.17222,0.17212,0.11888,0
800416,1079,1079,1078,1078,1088,1001,1079,1078,1078,1078,1078,0.03148,0.03512,0.03429,0.03523,0.03232,0.02979,0.0248,0.03149,0.03139,0.02461,0
801292,279,278,270,270,270,270,279,270,270,270,279,0.06025,0.0811,0.07375,0.07015,0.08111,0.07564,0.04801,0.07005,0.06995,0.06138,0
801409,244,244,250,250,246,250,244,250,250,250,244,0.23619,0.1957,0.20808,0.21195,0.21197,0.23619,0.09935,0.20798,0.20788,0.20149,0
801437,1005,999,1005,1005,1005,961,1004,1005,1005,1005,1004,0.12897,0.13678,0.13144,0.13678,0.13,0.13523,0.10556,0.12687,0.12452,0.10877,0
801446,792,793,810,810,803,810,792,810,810,810,792,0.11029,0.12518,0.11869,0.11765,0.12518,0.12472,0.06756,0.1163,0.11377,0.1117,0
801469,468,466,445,464,464,461,464,464,464,464,464,0.69871,0.7122,0.69286,0.6677,0.66841,0.71221,0.48771,0.6676,0.66046,0.6141,0
801701,238,238,244,243,242,245,238,243,242,242,238,0.07218,0.09008,0.08775,0.08775,0.08765,0.09007,0.02858,0.08765,0.08755,0.08262,0
801723,1191,1190,1189,1189,848,978,1191,1189,1189,1189,1182,0.07067,0.07182,0.06693,0.06559,0.07014,0.07182,0.05459,0.06412,0.06402,0.05268,0
801724,1257,1022,1247,1258,1202,1258,1257,1258,1258,1258,1258,0.032,0.03342,0.01613,0.0112,0.03342,0.01206,0.02319,0.00875,0.00797,0.0039,0
801731,698,698,699,699,699,676,698,699,699,699,699,0.08634,0.08445,0.05098,0.05378,0.0523,0.08635,0.05964,0.05088,0.04942,0.04755,0
801813,403,403,406,406,406,406,403,406,406,406,403,0.12348,0.11363,0.12142,0.11657,0.114,0.12347,0.08801,0.11647,0.11153,0.10749,0
801835,1187,1187,1191,1191,1191,1031,1187,1191,1191,1189,1187,0.02314,0.02019,0.02239,0.02324,0.02145,0.01802,0.01389,0.02071,0.02061,0.01792,0
801846,281,282,301,301,301,294,281,301,301,293,281,0.28834,0.24811,0.26565,0.25525,0.27262,0.28834,0.14987,0.24493,0.24483,0.20832,0
802033,993,1003,992,993,997,991,991,997,997,997,991,0.14492,0.13989,0.13646,0.13839,0.14441,0.14493,0.1023,0.12916,0.12906,0.11688,0
802373,291,292,291,291,291,291,291,291,291,291,291,0.10685,0.10212,0.10695,0.10695,0.10685,0.09921,0.06414,0.10002,0.09992,0.0817,0
802504,306,306,351,343,343,343,306,343,343,343,306,0.13038,0.14868,0.14867,0.14578,0.14861,0.12594,0.10408,0.14289,0.13994,0.11334,0
802515,427,426,427,427,427,427,427,427,427,427,427,0.04669,0.03995,0.04453,0.04453,0.04669,0.04473,0.02159,0.04443,0.04433,0.0398,0
802526,493,493,480,473,493,473,493,473,473,473,493,0.02451,0.01444,0.0246,0.02258,0.02248,0.02023,0.01434,0.02248,0.02238,0.01813,0
802529,422,421,419,419,419,419,422,419,419,419,422,0.15153,0.14119,0.1345,0.13216,0.1298,0.15153,0.06211,0.12981,0.12746,0.12639,0
802530,354,354,387,355,387,340,354,387,387,354,354,0.12542,0.13033,0.09409,0.08194,0.07618,0.13033,0.09523,0.07912,0.07317,0.05928,0
802759,173,173,197,197,197,173,173,197,197,173,173,0.0936,0.1065,0.0962,0.09113,0.1065,0.08718,0.08258,0.09103,0.09093,0.06754,0
802773,372,395,256,256,297,256,372,256,256,256,256,0.30796,0.25374,0.26546,0.26163,0.30797,0.24576,0.20732,0.26153,0.25982,0.23572,0
802776,427,427,405,428,428,428,427,428,428,428,427,0.11876,0.12445,0.12445,0.1237,0.12365,0.117,0.07695,0.11712,0.11633,0.10314,0
803100,658,658,658,670,610,658,658,658,658,658,658,0.05046,0.09985,0.09985,0.09526,0.09728,0.08815,0.03651,0.09224,0.09074,0.08093,0
803101,645,644,666,748,735,631,644,726,726,630,630,0.08415,0.08154,0.07555,0.08415,0.07689,0.06335,0.06377,0.0652,0.06127,0.05212,0
803104,612,612,640,640,640,612,612,640,640,612,612,0.07935,0.09541,0.09542,0.09241,0.09534,0.09031,0.0573,0.09231,0.0907,0.07722,0
803111,798,801,803,803,803,803,801,803,803,803,803,0.11564,0.13766,0.08043,0.08042,0.13766,0.08012,0.08875,0.07917,0.07887,0.07174,0
