,OMA_group,Mus,Rattus,Pan,Homo,Gorilla,Macaca,V2,V5,V7,V9,root
1685,775626,0.03286,0.04005,0.0073,0.00486,0.00485,0.02158,0.09919,0.0001,0.02103,0.11091,0.0
1686,775719,0.0052,0.0045,0.00084,0.00252,0.01954,0.01171,0.02912,0.0001,0.00446,0.01032,0.0
1687,775863,0.09219,0.04143,0.00299,0.003,0.003,0.05803,0.18082,0.00301,0.00843,0.21498,0.0
1688,775866,0.13864,0.40786,0.01391,0.00601,0.00697,0.07509,0.19255,0.00428,0.06008,0.52213,0.0
1689,775868,0.12108,0.0001,0.0001,0.01403,0.0001,0.01581,0.08672,0.00697,0.03483,0.15198,0.0
1690,775922,0.0664,0.0001,0.006,0.00643,0.00608,0.0094,0.24239,0.0031,0.0396,0.25967,0.0
1691,776388,0.04059,0.02283,0.0157,0.0001,0.0001,0.0103,0.05803,0.00436,0.01197,0.06659,0.0
1692,776684,0.0243,0.03395,0.00103,0.00102,0.00312,0.00439,0.04555,0.00105,0.00804,0.06834,0.0
1693,777040,0.17301,0.14601,0.00965,0.0171,0.01347,0.05209,0.30093,0.00467,0.0325,0.41967,0.0
1694,777072,0.10242,0.04905,0.0001,0.0001,0.00913,0.01114,0.07291,0.0045,0.01186,0.15434,0.0
1695,777145,0.05278,0.12878,0.00425,0.00429,0.0001,0.09886,0.31526,0.00427,0.01468,0.34518,0.0
1696,777148,0.02,0.0052,0.02548,0.00418,0.01731,0.04163,0.09564,0.01259,0.04058,0.03699,0.0
1697,777210,0.10747,0.1058,0.03375,0.03456,0.01266,0.03934,0.06033,0.00942,0.00823,0.11559,0.0
1698,777213,0.05099,0.07108,0.00925,0.0001,0.01894,0.03438,0.25732,0.0001,0.04394,0.26551,0.0
1699,777672,0.00523,0.02433,0.0001,0.0001,0.0001,0.01485,0.05952,0.00496,0.0001,0.069,0.0
1700,777685,0.01535,0.02565,0.04715,0.00526,0.03496,0.0126,0.07612,0.0001,0.02703,0.02758,0.0
1701,777835,0.04092,0.03243,0.00286,0.00525,0.00963,0.01661,0.09185,0.00408,0.02209,0.10106,0.0
1702,777836,0.06208,0.03877,0.00159,0.00156,0.00807,0.02973,0.13199,0.00243,0.04298,0.14301,0.0
1703,777867,0.02058,0.0081,0.00277,0.00191,0.00395,0.00583,0.04193,0.00351,0.00916,0.04707,0.0
1704,777999,0.02351,0.0139,0.01754,0.0001,0.01296,0.00864,0.04508,0.0001,0.00877,0.04228,0.0
1705,778328,0.05054,0.3432,0.00689,0.00728,0.07592,0.05429,0.17134,0.0001,0.0355,0.40311,0.0
1706,778400,0.30669,0.45733,0.03759,0.07283,0.12439,0.0231,0.43464,0.01452,0.08702,0.68056,0.0
1707,778407,0.02988,0.01946,0.00594,0.00395,0.00997,0.01596,0.05403,0.00594,0.01095,0.06108,0.0
1708,778445,0.0418,0.06965,0.0001,0.10553,0.00846,0.08971,0.37895,0.0001,0.04711,0.29596,0.0
1709,778757,0.01673,0.01757,0.0001,0.00385,0.03795,0.00683,0.08177,0.0001,0.00479,0.0566,0.0
1710,778758,0.02895,0.05938,0.0001,0.0001,0.00452,0.02155,0.09848,0.01058,0.0398,0.10749,0.0
1711,779065,0.01688,0.01474,0.0001,0.0001,0.00933,0.01061,0.0414,0.00543,0.01951,0.02946,0.0
1712,779334,0.24677,0.1634,0.00396,0.004,0.00794,0.04025,0.28044,0.00408,0.03727,0.48186,0.0
1713,779340,0.01387,0.00496,0.0001,0.0001,0.03787,0.00358,0.03072,0.0009,0.00215,0.00457,0.0
1714,779891,0.09533,0.1033,0.03976,0.0001,0.00134,0.00367,0.26946,0.00136,0.0254,0.30624,0.0
1715,779893,0.05801,0.06655,0.0001,0.00225,0.00225,0.01375,0.22788,0.00225,0.04049,0.24945,0.0
1716,779908,0.03849,0.0297,0.0001,0.00434,0.00649,0.0001,0.11776,0.0001,0.00651,0.14326,0.0
1717,779940,0.06544,0.0707,0.00663,0.01335,0.0001,0.0849,0.14201,0.01331,0.01864,0.12781,0.0
1718,779952,0.01593,0.0646,0.0001,0.0001,0.0155,0.04395,0.17799,0.0001,0.06432,0.16278,0.0
1719,779958,0.04445,0.00791,0.00515,0.00513,0.0269,0.03388,0.18286,0.01499,0.02023,0.18017,0.0
1720,780539,0.13473,0.1317,0.01562,0.00894,0.03792,0.05026,0.18637,0.0001,0.03238,0.25081,0.0
1721,780541,0.00829,0.01805,0.00374,0.0001,0.00188,0.01069,0.05317,0.00187,0.00641,0.0592,0.0
1722,780543,0.03741,0.04139,0.0001,0.00281,0.0001,0.01866,0.06616,0.00281,0.01298,0.08889,0.0
1723,780592,0.03217,0.08085,0.01693,0.0001,0.01125,0.02335,0.15406,0.0001,0.0117,0.20628,0.0
1724,780593,0.03908,0.07602,0.00507,0.0001,0.0001,0.04126,0.04297,0.0001,0.0001,0.07774,0.0
1725,780784,0.05459,0.10644,0.04176,0.00428,0.00643,0.02182,0.03354,0.0001,0.00436,0.09387,0.0
1726,781241,0.03911,0.03754,0.00215,0.00215,0.00427,0.01832,0.0419,0.00221,0.00973,0.06269,0.0
1727,781326,0.01334,0.02319,0.0046,0.00692,0.0023,0.00681,0.03829,0.0001,0.00238,0.05218,0.0
1728,781343,0.03622,0.02004,0.0044,0.00377,0.0001,0.01016,0.06854,0.0001,0.01045,0.08991,0.0
1729,781790,0.02824,0.02947,0.00217,0.00217,0.00434,0.01022,0.044,0.0001,0.0096,0.05952,0.0
1730,782046,0.05869,0.02952,0.0001,0.00385,0.00567,0.03432,0.06482,0.00204,0.0139,0.0892,0.0
1731,782047,0.05606,0.06128,0.00958,0.00413,0.00662,0.02422,0.06179,0.00077,0.01208,0.09885,0.0
1732,782401,0.00422,0.0059,0.0001,0.0001,0.0001,0.0069,0.05327,0.00198,0.00507,0.05212,0.0
1733,782411,0.0368,0.01237,0.0001,0.0049,0.0001,0.009,0.07412,0.00163,0.01459,0.08979,0.0
1734,782412,0.01281,0.00703,0.00201,0.00201,0.00403,0.01793,0.03826,0.0001,0.00701,0.03314,0.0
1735,782425,0.00613,0.00323,0.00098,0.00092,0.00094,0.00388,0.01394,0.0009,0.0028,0.01538,0.0
1736,782442,0.09322,0.1098,0.00863,0.00214,0.0001,0.00735,0.13121,0.00214,0.0189,0.21134,0.0
1737,783042,0.01143,0.01526,0.00487,0.00491,0.02911,0.01,0.04459,0.00114,0.00857,0.02217,0.0
1738,783462,0.01477,0.00663,0.00997,0.00496,0.0103,0.015,0.10462,0.0001,0.01545,0.09363,0.0
1739,784167,0.02168,0.03084,0.00733,0.0001,0.0001,0.02383,0.06032,0.00366,0.01767,0.0625,0.0
1740,784482,0.01364,0.02566,0.00209,0.00844,0.00403,0.0235,0.07236,0.00224,0.01545,0.07189,0.0
1741,784592,0.03476,0.06899,0.0001,0.0001,0.00422,0.01087,0.05022,0.00402,0.01839,0.0966,0.0
1742,784728,0.09433,0.07134,0.02453,0.01152,0.01247,0.06419,0.25676,0.00641,0.11928,0.20087,0.0
1743,784791,0.04455,0.07555,0.01094,0.02124,0.01959,0.06716,0.25053,0.00297,0.0626,0.23927,0.0
1744,785287,0.01866,0.02552,0.0001,0.00641,0.00319,0.01346,0.06725,0.0001,0.01333,0.07303,0.0
1745,785292,0.05328,0.06178,0.01339,0.0001,0.0135,0.03183,0.08501,0.00991,0.0241,0.0994,0.0
1746,785425,0.06409,0.05693,0.01066,0.00787,0.0097,0.05314,0.16602,0.00037,0.05371,0.16538,0.0
1747,785427,0.00692,0.00699,0.00472,0.00472,0.00476,0.00232,0.02231,0.0001,0.0024,0.02214,0.0
1748,785589,0.13902,0.08529,0.00356,0.00732,0.00927,0.0244,0.20647,0.02657,0.02853,0.28307,0.0
1749,785598,0.03507,0.01368,0.0001,0.00472,0.00474,0.00195,0.1817,0.0047,0.02668,0.18067,0.0
1750,785613,0.0193,0.01811,0.0001,0.00201,0.00202,0.0033,0.03735,0.00202,0.00485,0.04777,0.0
1751,785623,0.02257,0.01795,0.00352,0.00235,0.00725,0.01238,0.11207,0.00221,0.00555,0.12184,0.0
1752,785643,0.02475,0.03241,0.0001,0.0001,0.0057,0.01708,0.04171,0.0001,0.00816,0.05704,0.0
1753,785713,0.0399,0.04028,0.00259,0.00778,0.00787,0.03763,0.11746,0.00249,0.03403,0.11343,0.0
1754,786549,0.02248,0.03766,0.0001,0.01632,0.0001,0.0163,0.07639,0.00801,0.00789,0.08183,0.0
1755,786604,0.02385,0.08394,0.00563,0.00559,0.00557,0.01127,0.0989,0.0001,0.02768,0.14953,0.0
1756,786615,0.01381,0.03766,0.00508,0.00169,0.0154,0.00278,0.03687,0.0017,0.02577,0.03335,0.0
1757,786646,0.05044,0.01231,0.0001,0.00494,0.00164,0.0141,0.08312,0.00164,0.01105,0.11593,0.0
1758,786649,0.06198,0.02672,0.0001,0.00742,0.00713,0.01619,0.09062,0.0001,0.0085,0.13641,0.0
1759,786652,0.22926,0.16797,0.0001,0.01014,0.02588,0.02033,0.16704,0.01034,0.04091,0.32951,0.0
1760,786678,0.09165,0.12821,0.01009,0.00503,0.0001,0.03604,0.18408,0.0001,0.06285,0.23935,0.0
1761,786687,0.04265,0.09837,0.0078,0.0001,0.0001,0.0001,0.03856,0.0001,0.00803,0.12111,0.0
1762,787363,0.01142,0.00248,0.0001,0.0001,0.00256,0.00384,0.01248,0.0001,0.00254,0.0188,0.0
1763,787486,0.01916,0.02627,0.0001,0.0001,0.00795,0.01346,0.08083,0.00287,0.01486,0.0843,0.0
1764,787488,0.05577,0.02431,0.0001,0.00927,0.00457,0.00353,0.04169,0.0001,0.00563,0.08256,0.0
1765,787531,0.08822,0.09916,0.01681,0.00235,0.00947,0.03046,0.20295,0.00474,0.02347,0.25709,0.0
1766,787995,0.03403,0.11392,0.00556,0.02266,0.0001,0.04944,0.20191,0.00561,0.0024,0.26638,0.0
1767,788053,0.01235,0.01478,0.01036,0.00296,0.05471,0.01771,0.0948,0.00176,0.01663,0.03825,0.0
1768,788132,0.08813,0.03684,0.01066,0.00489,0.01024,0.03498,0.12322,0.00451,0.0266,0.16958,0.0
1769,788186,0.09577,0.23895,0.03037,0.0001,0.0001,0.0001,0.12238,0.0001,0.07232,0.25864,0.0
1770,788206,0.00852,0.00992,0.0001,0.0001,0.02689,0.01791,0.04821,0.00175,0.00602,0.02522,0.0
1771,788212,0.02849,0.02864,0.00388,0.00388,0.00432,0.0138,0.0474,0.00374,0.00828,0.06014,0.0
1772,788216,0.01023,0.02469,0.00777,0.0001,0.01998,0.00166,0.05164,0.0001,0.00609,0.05026,0.0
1773,788217,0.00325,0.00158,0.00159,0.00318,0.00191,0.00642,0.03231,0.0001,0.00298,0.02914,0.0
1774,788222,0.02949,0.0099,0.0001,0.0001,0.0001,0.01866,0.04089,0.00393,0.00555,0.05172,0.0
1775,788224,0.05389,0.0159,0.0028,0.0001,0.00849,0.01104,0.11109,0.00274,0.01481,0.14168,0.0
1776,788236,0.00848,0.01335,0.0001,0.0001,0.0001,0.00966,0.0165,0.00163,0.00375,0.02018,0.0
1777,788432,0.01966,0.00768,0.0001,0.0001,0.00237,0.00614,0.03902,0.0001,0.0058,0.05051,0.0
1778,788445,0.01095,0.03502,0.0001,0.0001,0.02228,0.01717,0.11923,0.00713,0.02459,0.10738,0.0
1779,788978,0.03096,0.01772,0.00497,0.00248,0.01025,0.02791,0.16353,0.00228,0.024,0.16023,0.0
1780,788981,0.01504,0.0121,0.00121,0.00059,0.00174,0.00668,0.0322,0.00114,0.00418,0.04055,0.0
1781,788984,0.06136,0.06088,0.00244,0.00081,0.00242,0.00934,0.11924,0.00245,0.00796,0.16776,0.0
1782,788994,0.1067,0.16454,0.00581,0.01002,0.01806,0.0579,0.24049,0.00217,0.0379,0.34713,0.0
1783,789016,0.02636,0.0868,0.0001,0.01104,0.0001,0.00848,0.14521,0.0001,0.02606,0.19492,0.0
1784,789269,0.04326,0.01972,0.0052,0.00852,0.04935,0.0154,0.09272,0.00158,0.01797,0.06867,0.0
1785,789289,0.01454,0.01191,0.00162,0.0001,0.04854,0.01087,0.07077,0.00161,0.00221,0.03456,0.0
1786,789662,0.02822,0.02975,0.0001,0.0001,0.00626,0.02897,0.09725,0.00247,0.01994,0.09803,0.0
1787,789835,0.02122,0.02476,0.00562,0.0028,0.02325,0.01024,0.07343,0.00088,0.01547,0.05948,0.0
1788,790078,0.05693,0.0347,0.00157,0.00615,0.03035,0.02232,0.08063,0.0022,0.01367,0.09353,0.0
1789,790164,0.00211,0.15691,0.0001,0.0001,0.00917,0.04713,0.32968,0.0001,0.0001,0.43946,0.0
1790,790742,0.04273,0.03061,0.0001,0.0001,0.0001,0.01965,0.04985,0.00473,0.00928,0.07293,0.0
1791,790747,0.03531,0.07461,0.00669,0.00502,0.01205,0.00471,0.05326,0.0013,0.01415,0.10166,0.0
1792,790760,0.00792,0.03998,0.00318,0.00318,0.00636,0.00938,0.06657,0.0001,0.00338,0.09682,0.0
1793,790778,0.02992,0.02174,0.00215,0.00322,0.0043,0.01896,0.07706,0.0012,0.00631,0.08801,0.0
1794,790784,0.12763,0.12567,0.01269,0.00605,0.0075,0.06449,0.34214,0.0045,0.01094,0.40528,0.0
1795,790791,0.13915,0.18735,0.00756,0.00653,0.0133,0.08502,0.25256,0.00616,0.0489,0.3549,0.0
1796,790843,0.06216,0.06213,0.04777,0.00469,0.0001,0.03481,0.17217,0.0001,0.0186,0.16796,0.0
1797,790851,0.06132,0.04832,0.0001,0.00267,0.00263,0.00233,0.06069,0.00544,0.00849,0.10541,0.0
1798,791408,0.0001,0.00364,0.00369,0.0001,0.0001,0.00368,0.02465,0.0001,0.0001,0.0246,0.0
1799,791418,0.07393,0.04142,0.0001,0.00536,0.0001,0.0066,0.11753,0.00534,0.00411,0.17665,0.0
1800,791420,0.26287,0.19355,0.06394,0.01876,0.03438,0.05298,0.50835,0.01747,0.15987,0.52993,0.0
1801,791449,0.031,0.06298,0.00209,0.00755,0.0067,0.01199,0.06541,0.0001,0.01425,0.10659,0.0
1802,791497,0.05573,0.0755,0.00254,0.01192,0.09863,0.0438,0.21741,0.00335,0.0499,0.14438,0.0
1803,791525,0.00345,0.00344,0.0001,0.0034,0.0001,0.0002,0.03838,0.0001,0.00661,0.03182,0.0
1804,791526,0.1154,0.12138,0.0174,0.03185,0.25612,0.01156,0.52849,0.01564,0.11855,0.2752,0.0
1805,791530,0.02473,0.03189,0.0001,0.00455,0.00686,0.00223,0.04332,0.0001,0.01214,0.05621,0.0
1806,791836,0.09659,0.15941,0.0001,0.00653,0.00216,0.01282,0.03433,0.00217,0.00249,0.18091,0.0
1807,791878,0.03966,0.03046,0.00307,0.00617,0.00307,0.00821,0.07738,0.0031,0.01674,0.09104,0.0
1808,792123,0.08421,0.0994,0.00288,0.01065,0.00886,0.03046,0.33654,0.00278,0.06218,0.36032,0.0
1809,792130,0.01823,0.0062,0.0001,0.00238,0.00269,0.00616,0.01973,0.0001,0.00575,0.02952,0.0
1810,792571,0.02035,0.00961,0.00243,0.0001,0.00244,0.01538,0.10303,0.0001,0.01455,0.10639,0.0
1811,792573,0.03428,0.01781,0.0001,0.0001,0.00821,0.00755,0.05121,0.0001,0.00274,0.07453,0.0
1812,793504,0.03471,0.05662,0.00227,0.00227,0.0001,0.01922,0.05315,0.00685,0.00374,0.09055,0.0
1813,793628,0.0016,0.01106,0.0001,0.00179,0.0001,0.0001,0.01095,0.00178,0.0001,0.01844,0.0
1814,793798,0.01,0.01668,0.02137,0.0001,0.00297,0.00675,0.08116,0.0001,0.00556,0.07092,0.0
1815,793841,0.02614,0.06135,0.0069,0.0203,0.03362,0.11114,0.14426,0.01571,0.07673,0.09286,0.0
1816,793864,0.06637,0.05837,0.0001,0.0001,0.0001,0.05395,0.14698,0.00996,0.05863,0.14475,0.0
1817,794006,0.02198,0.01465,0.00593,0.00443,0.00145,0.0218,0.07266,0.0015,0.01202,0.07284,0.0
1818,794087,0.0001,0.2593,0.02468,0.01194,0.01817,0.0207,0.00357,0.00572,0.02209,0.21038,0.0
1819,795013,0.01249,0.03725,0.0001,0.0001,0.03462,0.01194,0.04507,0.00216,0.00349,0.04421,0.0
1820,795105,0.07819,0.04331,0.0001,0.0001,0.0001,0.01731,0.08512,0.01326,0.05175,0.0983,0.0
1821,795107,0.04271,0.06535,0.01073,0.00535,0.0001,0.09056,0.25474,0.0001,0.02406,0.22953,0.0
1822,795141,0.01162,0.0157,0.00186,0.00353,0.01171,0.00169,0.04897,0.00428,0.0063,0.04666,0.0
1823,795174,0.05663,0.02626,0.01293,0.01505,0.00873,0.03906,0.20734,0.01608,0.0186,0.21424,0.0
1824,795176,0.0349,0.02434,0.0001,0.0001,0.01969,0.0363,0.09289,0.0066,0.01255,0.09148,0.0
1825,795790,0.04586,0.07528,0.00356,0.00128,0.01038,0.0402,0.09479,0.0031,0.03309,0.12661,0.0
1826,795815,0.08315,0.0596,0.00668,0.00641,0.07932,0.0293,0.1706,0.0001,0.01469,0.15974,0.0
1827,795825,0.00461,0.0384,0.00266,0.0001,0.0001,0.00818,0.02087,0.0001,0.00789,0.04872,0.0
1828,795833,0.02171,0.0462,0.0001,0.00575,0.04707,0.03109,0.09628,0.0001,0.01077,0.08463,0.0
1829,796077,0.10301,0.05011,0.01401,0.00925,0.0047,0.01541,0.06058,0.00451,0.00812,0.13696,0.0
1830,796282,0.02756,0.02634,0.00246,0.00328,0.03847,0.01582,0.12903,0.0019,0.01767,0.10045,0.0
1831,796371,0.01609,0.03088,0.00593,0.0039,0.01272,0.00705,0.07362,0.00384,0.02041,0.07136,0.0
1832,796375,0.03649,0.03626,0.00335,0.00114,0.00234,0.00926,0.08347,0.00217,0.00558,0.10886,0.0
1833,796383,0.04858,0.01818,0.0089,0.0001,0.0001,0.08216,0.11939,0.03672,0.06627,0.05608,0.0
1834,796399,0.0205,0.06846,0.00066,0.0001,0.00208,0.0073,0.01661,0.00074,0.00451,0.07776,0.0
1835,796400,0.02963,0.03151,0.0013,0.00391,0.00322,0.00689,0.05429,0.00265,0.0098,0.06945,0.0
1836,796431,0.03698,0.03431,0.00289,0.0058,0.00725,0.02151,0.11262,0.00142,0.0109,0.12809,0.0
1837,796443,0.03884,0.04038,0.0057,0.0001,0.00908,0.01011,0.05307,0.00518,0.01973,0.06285,0.0
1838,797541,0.02486,0.01685,0.00272,0.0001,0.01917,0.01945,0.05881,0.0001,0.0132,0.05129,0.0
1839,797542,0.04336,0.04231,0.00521,0.0025,0.00916,0.02819,0.08277,0.00284,0.01807,0.09795,0.0
1840,797543,0.02354,0.02752,0.00502,0.0001,0.13591,0.00682,0.13155,0.00242,0.00847,0.01469,0.0
1841,797545,0.04775,0.04298,0.00668,0.0001,0.00132,0.0248,0.11075,0.004,0.02684,0.12098,0.0
1842,797687,0.03825,0.02941,0.00568,0.00946,0.0076,0.01546,0.0754,0.00188,0.00728,0.09503,0.0
1843,797785,0.00415,0.0001,0.00211,0.0001,0.0001,0.00209,0.01617,0.0001,0.00424,0.01398,0.0
1844,797804,0.04485,0.04914,0.00212,0.00211,0.01033,0.02921,0.0665,0.0001,0.01817,0.08644,0.0
1845,797805,0.05331,0.0992,0.00387,0.00589,0.00497,0.02293,0.07998,0.00478,0.00355,0.15626,0.0
1846,797824,0.02367,0.04248,0.0001,0.0001,0.0062,0.0218,0.08615,0.00213,0.00364,0.10683,0.0
1847,797831,0.0358,0.02826,0.0001,0.0073,0.00686,0.03107,0.10831,0.00774,0.00709,0.11304,0.0
1848,797843,0.02036,0.00712,0.0001,0.00324,0.0001,0.01317,0.01124,0.00325,0.0001,0.01844,0.0
1849,797845,0.19431,0.19389,0.02738,0.01535,0.02185,0.09532,0.33452,0.01382,0.08488,0.40275,0.0
1850,797846,0.07909,0.05569,0.0001,0.01991,0.05521,0.17802,0.31854,0.00319,0.08945,0.21962,0.0
1851,798152,0.04404,0.05279,0.00707,0.0001,0.00952,0.0066,0.06117,0.00476,0.0078,0.09433,0.0
1852,798153,0.02598,0.0273,0.00162,0.00918,0.0001,0.01749,0.06375,0.00356,0.02145,0.05687,0.0
1853,798313,0.06048,0.03918,0.00108,0.00355,0.06378,0.01252,0.12095,0.00108,0.00461,0.11304,0.0
1854,798408,0.02372,0.05109,0.00683,0.0068,0.0001,0.02767,0.06775,0.0001,0.0001,0.09117,0.0
1855,798437,0.0161,0.01152,0.00221,0.00444,0.00221,0.00212,0.04052,0.0001,0.01125,0.04094,0.0
1856,798450,0.15689,0.0638,0.00404,0.0001,0.0001,0.05296,0.15357,0.0001,0.0107,0.25751,0.0
1857,798465,0.00707,0.02566,0.0001,0.0001,0.0001,0.00699,0.04369,0.00634,0.01284,0.05017,0.0
1858,798987,0.03035,0.0001,0.0001,0.00814,0.0001,0.00574,0.02308,0.00407,0.00654,0.03468,0.0
1859,799111,0.03049,0.01791,0.00107,0.0001,0.00215,0.00379,0.02071,0.00215,0.00874,0.03923,0.0
1860,799148,0.05073,0.05221,0.0019,0.00384,0.00387,0.0178,0.07336,0.00141,0.01897,0.10134,0.0
1861,799589,0.08467,0.02881,0.00273,0.00548,0.00546,0.02727,0.05079,0.0001,0.01171,0.10819,0.0
1862,799663,0.02053,0.01763,0.00113,0.00219,0.00361,0.00801,0.046,0.00186,0.0087,0.05379,0.0
1863,799722,0.0001,0.01026,0.00511,0.0001,0.0001,0.02275,0.02964,0.0001,0.00107,0.01715,0.0
1864,799730,0.05282,0.08028,0.00789,0.00263,0.0132,0.03002,0.22679,0.0001,0.00514,0.27705,0.0
1865,799734,0.10858,0.07732,0.01477,0.0001,0.00869,0.09757,0.37586,0.01333,0.06856,0.38687,0.0
1866,800381,0.0001,0.00429,0.0001,0.0001,0.0001,0.0001,0.0076,0.0001,0.0001,0.01189,0.0
1867,800386,0.02349,0.02202,0.01259,0.0106,0.01819,0.07261,0.09429,0.00581,0.02135,0.04517,0.0
1868,800391,0.06345,0.03442,0.00183,0.00776,0.10524,0.02994,0.21391,0.0001,0.05324,0.11888,0.0
1869,800416,0.00668,0.01032,0.0028,0.00374,0.00093,0.00518,0.0248,0.0001,0.00678,0.02461,0.0
1870,801292,0.01224,0.03309,0.0037,0.0001,0.01116,0.01426,0.04801,0.0001,0.00857,0.06138,0.0
1871,801409,0.13684,0.09635,0.0001,0.00397,0.00409,0.0347,0.09935,0.0001,0.00639,0.20149,0.0
1872,801437,0.02341,0.03122,0.00457,0.00991,0.00548,0.02646,0.10556,0.00235,0.01575,0.10877,0.0
1873,801446,0.04273,0.05762,0.00239,0.00135,0.01141,0.01302,0.06756,0.00253,0.00207,0.1117,0.0
1874,801469,0.211,0.22449,0.02526,0.0001,0.00795,0.09811,0.48771,0.00714,0.04636,0.6141,0.0
1875,801701,0.0436,0.0615,0.0001,0.0001,0.0001,0.00745,0.02858,0.0001,0.00493,0.08262,0.0
1876,801723,0.01608,0.01723,0.00281,0.00147,0.00612,0.01914,0.05459,0.0001,0.01134,0.05268,0.0
1877,801724,0.00881,0.01023,0.00738,0.00245,0.02545,0.00816,0.02319,0.00078,0.00407,0.0039,0.0
1878,801731,0.0267,0.02481,0.0001,0.0029,0.00288,0.0388,0.05964,0.00146,0.00187,0.04755,0.0
1879,801813,0.03547,0.02562,0.00495,0.0001,0.00247,0.01598,0.08801,0.00494,0.00404,0.10749,0.0
1880,801835,0.00925,0.0063,0.00168,0.00253,0.00084,0.0001,0.01389,0.0001,0.00269,0.01792,0.0
1881,801846,0.13847,0.09824,0.02072,0.01032,0.02779,0.08002,0.14987,0.0001,0.03651,0.20832,0.0
1882,802033,0.04262,0.03759,0.0073,0.00923,0.01535,0.02805,0.1023,0.0001,0.01218,0.11688,0.0
1883,802373,0.04271,0.03798,0.00693,0.00693,0.00693,0.01751,0.06414,0.0001,0.01822,0.0817,0.0
1884,802504,0.0263,0.0446,0.00578,0.00289,0.00867,0.0126,0.10408,0.00295,0.0266,0.11334,0.0
1885,802515,0.0251,0.01836,0.0001,0.0001,0.00236,0.00493,0.02159,0.0001,0.00453,0.0398,0.0
1886,802526,0.01017,0.0001,0.00212,0.0001,0.0001,0.0021,0.01434,0.0001,0.00425,0.01813,0.0
1887,802529,0.08942,0.07908,0.00469,0.00235,0.00234,0.02514,0.06211,0.00235,0.00107,0.12639,0.0
1888,802530,0.03019,0.0351,0.01497,0.00282,0.00301,0.07105,0.09523,0.00595,0.01389,0.05928,0.0
1889,802533,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.0
1890,802759,0.01102,0.02392,0.00517,0.0001,0.01557,0.01964,0.08258,0.0001,0.02339,0.06754,0.0
1891,802773,0.10064,0.04642,0.00393,0.0001,0.04815,0.01004,0.20732,0.00171,0.0241,0.23572,0.0
1892,802776,0.04181,0.0475,0.00733,0.00658,0.00732,0.01386,0.07695,0.00079,0.01319,0.10314,0.0
1893,803100,0.01395,0.06334,0.00761,0.00302,0.00654,0.00722,0.03651,0.0015,0.00981,0.08093,0.0
1894,803101,0.02038,0.01777,0.01035,0.01895,0.01562,0.01123,0.06377,0.00393,0.00915,0.05212,0.0
1895,803104,0.02205,0.03811,0.00311,0.0001,0.00464,0.01309,0.0573,0.00161,0.01348,0.07722,0.0
1896,803105,0.01791,0.03615,0.00392,0.00261,0.00392,0.01118,0.04841,0.00262,0.01132,0.0667,0.0
1897,803111,0.02689,0.04891,0.00126,0.00125,0.05879,0.00838,0.08875,0.0003,0.00713,0.07174,0.0
1898,803259,0.01089,0.02017,0.00148,0.0001,0.0001,0.00681,0.03893,0.00148,0.00524,0.0509,0.0
1899,803326,0.08246,0.07864,0.01253,0.01024,0.02077,0.02882,0.15731,0.01839,0.0281,0.18075,0.0
1900,803328,0.08802,0.11353,0.0001,0.0001,0.01347,0.01705,0.17037,0.00654,0.04043,0.23001,0.0
1901,803331,0.09398,0.02893,0.02968,0.02922,0.00719,0.0001,0.41746,0.0001,0.08425,0.39751,0.0
1902,803422,0.02078,0.0001,0.00452,0.00226,0.0074,0.0152,0.07406,0.00311,0.05367,0.03354,0.0
1903,803428,0.06735,0.07097,0.00809,0.0001,0.01625,0.01192,0.13379,0.0001,0.04654,0.14198,0.0
1904,803433,0.04351,0.02514,0.01143,0.00142,0.00889,0.03348,0.1693,0.00109,0.0173,0.17933,0.0
1905,803783,0.00996,0.01711,0.0001,0.00344,0.03872,0.0001,0.04077,0.00553,0.0058,0.01336,0.0
1906,803815,0.01812,0.02911,0.00283,0.00378,0.0001,0.01038,0.13584,0.00093,0.00965,0.15059,0.0
1907,803817,0.01262,0.01687,0.00862,0.0001,0.0001,0.0001,0.08444,0.0001,0.00861,0.08407,0.0
1908,803824,0.07866,0.0211,0.0001,0.00957,0.016,0.01335,0.17985,0.00319,0.04054,0.20197,0.0
1909,803825,0.03288,0.01193,0.0001,0.00427,0.01291,0.0267,0.07733,0.0001,0.00838,0.08351,0.0
1910,803829,0.25737,0.13237,0.01638,0.0001,0.0001,0.05151,0.41232,0.00817,0.02772,0.61741,0.0
1911,803834,0.07155,0.06294,0.00149,0.0035,0.00449,0.01541,0.06488,0.002,0.00771,0.12103,0.0
1912,803859,0.09599,0.13245,0.00504,0.00247,0.01658,0.11398,0.26472,0.0001,0.03862,0.28319,0.0
1913,803866,0.01516,0.00847,0.0001,0.00228,0.00246,0.01336,0.03556,0.0021,0.00795,0.03736,0.0
1914,803879,0.05297,0.05528,0.00963,0.01198,0.01734,0.02475,0.27053,0.00315,0.04046,0.26802,0.0
1915,803881,0.06104,0.09163,0.00322,0.00971,0.02329,0.05793,0.21573,0.0028,0.05155,0.23251,0.0
1916,803889,0.02312,0.12611,0.0001,0.00917,0.0091,0.02311,0.0099,0.00619,0.02146,0.09918,0.0
