,OMA_group,aln_len,total_gap_count,msa_gap_count,asr_gap_count,min_gap_count,spc_wmin_gap_count,max_gap_count,spc_wmax_gap_count,gap_ratio,num_gappy_sites,avg_gap_len,median_gap_len,mode_gap_len,min_gap_len,spc_wmin_gap_len,max_gap_len,spc_wmax_gap_len,num_ins,num_del,indel_ratio,is_gappy,mu,lambda,loglikelihood,intensity,expected_len,tree_len,per_indel_div
6074,789016,263,490,286,204,0,Mus,73,Gorilla,0.169374352,79,25.78947368,2.0,2,0,Mus,68,Pan,79,82,1.037974684,1,0.555764,115.922,-1900.59,208.5813403,64.4252744,0.49917,16.93743519
6078,1008640,734,193,147,46,9,Homo,96,Gorilla,0.023903889,110,12.0625,9.0,9,1,Mus,61,Gorilla,110,101,0.918181818,1,1.81246,1028.6,-7734.61,567.5159728,1864.296356,0.158,2.390388903
6082,1006990,567,477,248,229,19,Rattus,46,Pan,0.076479076,65,14.90625,18.0,18,1,Mus,26,Mus,65,19,0.292307692,1,0.791852,359.47,-5310.66,453.9610937,284.6470384,0.3245,7.647907648
6084,1008497,740,149,87,62,0,Pan,32,Mus,0.018304668,56,8.277777778,4.5,1,0,Pan,24,Gorilla,56,25,0.446428571,1,0.421142,272.017,-6245.0,645.903282,114.5577834,0.35221,1.83046683
6085,1008503,725,133,76,57,0,Mus,19,Pan,0.016677116,19,19.0,19.0,19,0,Mus,19,Pan,19,19,1.0,1,0.23002,158.713,-5819.9,689.996522,36.5071643,0.21832,1.667711599
6092,1017792,824,341,189,152,22,Homo,38,Pan,0.037621359,56,8.743589744,6.0,1,1,Rattus,18,Pan,56,37,0.660714286,1,1.05811,731.594,-6739.47,691.4158263,774.1069273,0.18602,3.762135922
6094,1017812,595,309,174,135,20,Pan,48,Macaca,0.047211612,76,6.18,5.0,1,1,Mus,28,Macaca,76,39,0.513157895,1,0.542633,266.043,-4843.78,490.2816452,144.3637112,0.40514,4.721161192
6099,690235,1211,692,392,300,60,Mus,79,Gorilla,0.051948052,149,12.58181818,10.0,19,1,Mus,30,Pan,149,92,0.617449664,1,11.1597,1409.27,-16057.5,126.2820685,15727.03042,0.06278,5.194805195
6106,996377,1374,357,200,157,28,V9,37,Mus,0.023620484,71,5.578125,1.0,1,1,Mus,26,Macaca,71,43,0.605633803,1,1.19792,1271.3,-12185.8,1061.256177,1522.915696,0.19405,2.362048432
6110,999432,1686,5124,2586,2538,46,Homo,520,Rattus,0.276285992,566,56.93333333,2.5,1,1,Mus,481,Mus,566,48,0.084805654,1,0.452741,602.141,-14980.3,1329.989994,272.6139185,0.61859,27.62859916
6113,999718,474,301,173,128,13,Mus,57,Macaca,0.057729191,73,5.101694915,3.0,3,1,Mus,36,Macaca,73,45,0.616438356,1,0.980385,374.188,-4090.22,381.6745462,366.8483024,0.25453,5.772919064
6115,814844,1557,107,75,32,5,Macaca,46,Gorilla,0.006247446,50,1.813559322,1.0,1,1,Mus,41,Gorilla,50,43,0.86,1,0.137247,206.937,-15571.8,1507.770662,28.4014824,0.23685,0.624744555
6119,815443,253,63,36,27,0,Mus,9,Pan,0.022637442,9,3.705882353,2.0,2,0,Mus,7,Pan,9,9,1.0,1,0.232252,52.0475,-1893.03,224.0992543,12.088136,0.5699,2.263744161
6121,1011746,387,361,196,165,21,Rattus,43,Pan,0.084801503,64,8.595238095,8.0,2,2,Mus,29,Pan,64,31,0.484375,1,9.03183,1491.72,-4822.39,165.1625418,13472.96145,0.14085,8.480150341
6123,1011990,523,577,310,267,49,Macaca,59,root,0.100295498,102,10.12280702,3.0,2,1,Pan,27,Rattus,102,43,0.421568627,1,0.793838,320.577,-4055.88,403.8317642,254.4862045,0.38684,10.0295498
6124,809843,2333,980,534,446,52,Rattus,104,Macaca,0.038187274,157,8.909090909,2.0,1,1,Mus,55,Homo,157,88,0.560509554,1,0.292688,590.793,-23968.9,2018.507763,172.9180216,0.54848,3.818727351
6130,990017,883,334,170,164,14,Pan,48,V2,0.034386904,54,4.911764706,2.0,1,1,Mus,26,Mus,54,6,0.111111111,1,0.196007,154.875,-8243.86,790.1503518,30.3565841,0.60871,3.438690415
6136,716358,315,109,84,25,5,Mus,32,Gorilla,0.031457431,64,8.384615385,5.0,5,5,Mus,27,Gorilla,64,59,0.921875,1,0.383048,105.115,-2564.85,274.4173054,40.2640905,0.38862,3.145743146
6149,1030059,1143,19,11,8,0,Pan,6,Rattus,0.001511175,7,1.9,1.5,1,0,Pan,3,Mus,7,3,0.428571429,1,0.199888,216.371,-9676.93,1082.461178,43.2499664,0.2785,0.151117474
6160,986594,491,71,56,15,3,Mus,27,Macaca,0.013145714,30,3.086956522,2.0,2,1,Mus,14,Pan,30,41,1.366666667,1,1.67477,668.489,-4406.97,399.1527195,1119.565323,0.14059,1.314571376
6161,986595,421,244,131,113,15,Pan,29,Homo,0.052688404,38,9.037037037,3.0,3,1,Pan,28,Homo,38,18,0.473684211,1,0.409752,134.886,-4236.41,329.1893633,55.2698083,0.7204,5.268840423
6163,685452,501,317,165,152,0,Mus,51,Gorilla,0.057521321,51,13.20833333,7.0,7,0,Mus,43,Gorilla,51,13,0.254901961,1,0.236813,107.613,-3818.46,454.4218434,25.4841574,0.44289,5.752132099
6166,948749,1020,494,438,56,6,Mus,281,Gorilla,0.04402852,281,20.58333333,4.0,2,2,Mus,281,Gorilla,281,382,1.359430605,1,1.89991,1316.51,-12632.6,692.9328231,2501.250514,0.22186,4.40285205
6167,948751,1950,242,130,112,19,Mus,23,Pan,0.011282051,40,2.951219512,1.0,1,1,Mus,14,Mus,40,18,0.45,1,0.324086,565.416,-21125.1,1744.648026,183.2434098,0.36517,1.128205128
6170,966845,425,94,82,12,0,Mus,42,Macaca,0.020106952,42,11.75,3.0,3,0,Mus,42,Macaca,42,70,1.666666667,1,6.53141,1550.31,-4916.38,237.3622235,10125.71024,0.07743,2.010695187
6171,966850,356,20,10,10,0,Mus,2,Rattus,0.005107252,2,1.0,1.0,1,0,Mus,1,Rattus,2,0,0.0,1,0.149912,52.8741,-2166.72,352.7009179,7.9264621,0.05162,0.51072523
6173,966965,362,59,30,29,3,Gorilla,7,Macaca,0.014816675,8,2.185185185,2.0,2,1,Mus,3,Pan,8,1,0.125,1,0.190584,64.2342,-3019.39,337.038786,12.2420108,0.39006,1.481667504
6176,718587,480,28,16,12,0,Mus,4,Pan,0.00530303,4,2.0,2.0,3,0,Mus,3,Pan,4,4,1.0,1,0.114928,54.5428,-3842.34,474.5823472,6.2684949,0.0874,0.53030303
6183,313059,833,26,13,13,1,Pan,5,Rattus,0.002837499,5,1.857142857,1.0,1,1,Rattus,4,Mus,5,0,0.0,1,0.542323,424.607,-7061.46,782.9411624,230.2741421,0.11452,0.283749864
6185,950401,259,205,130,75,8,Pan,62,Rattus,0.071955072,70,6.612903226,4.0,4,1,Mus,62,Rattus,70,55,0.785714286,1,0.31872,69.2746,-2130.7,217.3525351,22.0792005,0.6215,7.195507196
6186,950403,179,581,342,239,21,V7,73,root,0.295073641,74,27.66666667,21.0,51,1,Mus,51,Mus,74,103,1.391891892,1,2.02246,200.525,-1450.07,99.1490561,405.5537915,0.50036,29.50736414
6187,950409,151,100,50,50,0,Gorilla,10,Mus,0.060204696,10,10.0,10.0,10,0,Gorilla,10,Mus,10,0,0.0,1,0.107329,15.6422,-1028.13,145.7406665,1.6788617,0.31529,6.020469597
6191,808266,664,85,44,41,3,Gorilla,9,Pan,0.011637459,10,2.236842105,3.0,3,1,Mus,3,Mus,10,3,0.3,1,0.072587,47.1682,-5748.89,649.8160828,3.4237981,0.28598,1.163745893
6192,808569,1118,57,29,28,2,Macaca,10,Rattus,0.0046349,11,1.390243902,1.0,1,1,Mus,5,Mus,11,1,0.090909091,1,0.0338056,37.4831,-9968.8,1108.783752,1.2671387,0.21589,0.463489998
6193,808572,553,108,55,53,5,Homo,18,Rattus,0.017754398,18,4.32,5.0,5,2,Mus,7,Mus,18,2,0.111111111,1,0.242375,122.655,-4890.12,506.0546674,29.7285056,0.38527,1.77543975
6194,808573,1113,418,253,165,30,Homo,57,Mus,0.034141959,92,5.573333333,2.0,2,1,Mus,28,Mus,92,88,0.956521739,1,3.40328,1625.27,-12022.8,477.5598834,5531.248886,0.10877,3.414195867
6198,969520,504,210,140,70,0,Pan,35,Mus,0.037878788,35,35.0,35.0,35,0,Pan,35,Mus,35,70,2.0,1,1.14644,518.286,-4074.41,452.0829699,594.1838018,0.09808,3.787878788
6201,969563,386,60,35,25,5,Mus,10,Rattus,0.014130947,15,1.875,1.0,1,1,Mus,9,Rattus,15,10,0.666666667,1,0.441225,154.041,-3091.14,349.1211967,67.9667402,0.24242,1.413094677
6202,956874,292,390,207,183,22,Rattus,51,Macaca,0.121419676,67,8.666666667,6.0,1,1,Mus,29,Macaca,67,24,0.358208955,1,0.64481,138.262,-2336.65,214.4228532,89.1527202,0.60119,12.14196762
6204,811017,447,762,413,349,17,Rattus,126,Pan,0.154972544,126,23.09090909,3.0,3,1,Mus,72,Pan,126,64,0.507936508,1,0.992487,309.939,-4107.53,312.2851987,307.6104283,0.46126,15.49725442
6206,811020,883,1775,1076,699,26,Homo,268,Rattus,0.182744775,390,22.1875,4.0,1,1,Mus,151,Pan,390,377,0.966666667,1,1.8976,832.599,-10333.9,438.7642285,1579.939862,0.66612,18.2744775
6207,644256,457,121,81,40,0,Gorilla,40,Homo,0.024070022,41,20.16666667,20.0,1,0,Gorilla,40,Homo,41,41,1.0,1,2.0901,813.947,-3252.71,389.4296924,1701.230625,0.08201,2.407002188
6213,990982,255,18,10,8,0,V2,2,Pan,0.006417112,4,1.8,2.0,2,0,V2,2,Pan,4,2,0.5,1,0.33488,81.4094,-1829.19,243.100215,27.2623799,0.14107,0.64171123
6215,991045,431,431,229,202,16,Mus,53,Gorilla,0.090909091,69,10.26190476,13.0,1,1,Pan,24,Rattus,69,27,0.391304348,1,1.05943,330.84,-4159.18,312.2811323,350.5018212,0.37573,9.090909091
6220,1008722,425,29,15,14,0,Pan,8,Rattus,0.006203209,8,3.222222222,2.0,5,0,Pan,5,Mus,8,1,0.125,1,0.150311,61.4446,-3759.49,408.783123,9.2357993,0.25616,0.620320856
6223,1008738,598,149,127,22,4,Mus,107,Gorilla,0.022651262,109,5.518518519,2.0,2,1,Mus,105,Gorilla,109,105,0.963302752,1,1.25603,627.188,-5366.84,499.3415762,787.7669436,0.15971,2.265126178
6225,604470,816,380,247,133,5,Macaca,63,Mus,0.042335116,69,11.51515152,3.0,1,1,Pan,52,Mus,69,114,1.652173913,1,1.32319,805.738,-7364.92,608.9359805,1066.144464,0.27633,4.233511586
6227,604521,299,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,290,341,1.175862069,0,1e-06,1e-06,-3266.35,1.0,0.0,0.13893,0.0
6231,995251,1063,102,80,22,4,Rattus,53,Gorilla,0.008723168,57,3.777777778,1.0,1,1,Mus,48,Gorilla,57,58,1.01754386,1,0.463608,432.837,-11734.7,933.627116,200.6666959,0.3049,0.872316771
6232,995291,241,28,18,10,0,Gorilla,7,Rattus,0.010562052,10,2.8,2.5,4,0,Gorilla,4,Mus,10,8,0.8,1,0.0468837,10.9047,-1868.11,232.5904312,0.5112527,0.73736,1.056205206
6239,808957,433,125,70,55,5,Mus,15,Pan,0.026243964,20,3.125,2.0,1,1,Mus,8,Pan,20,15,0.75,1,0.256599,105.403,-3118.74,410.7693327,27.0463044,0.20848,2.624396389
6240,808964,1086,176,106,70,9,Mus,36,Rattus,0.014732965,48,2.256410256,1.0,1,1,Mus,10,Rattus,48,36,0.75,1,0.44073,438.067,-8749.15,993.9577519,193.0692689,0.20817,1.473296501
6242,1027394,351,287,144,143,1,Gorilla,29,Pan,0.074333074,29,7.756756757,13.0,1,1,Mus,14,Mus,29,1,0.034482759,1,0.904399,265.195,-2994.36,293.2278784,239.8420928,0.22087,7.433307433
6243,1027444,273,57,36,21,4,Mus,15,Macaca,0.018981019,19,1.727272727,1.0,1,1,Mus,12,Macaca,19,15,0.789473684,1,0.168665,41.4046,-2308.8,245.4842439,6.9835069,0.66962,1.898101898
6244,812779,163,31,29,2,0,Pan,27,Gorilla,0.017289459,27,6.2,1.0,1,0,Pan,27,Gorilla,27,27,1.0,1,0.552455,76.4551,-1314.93,138.3915432,42.2380023,0.33205,1.728945901
6247,956421,360,63,33,30,0,Pan,17,Rattus,0.015909091,18,4.5,2.0,2,0,Pan,12,Mus,18,3,0.166666667,1,0.114159,39.561,-2709.18,346.5429795,4.5162442,0.32864,1.590909091
6250,956427,957,1470,875,595,72,V7,214,Macaca,0.139640923,286,17.29411765,10.0,1,1,Mus,118,Gorilla,286,280,0.979020979,1,2.02054,1122.57,-8765.7,555.5792016,2268.197588,0.38851,13.96409233
6251,813278,442,110,55,55,3,Mus,11,Rattus,0.022624434,11,5.5,5.5,3,3,Mus,8,Rattus,11,0,0.0,1,0.194616,80.2521,-3327.28,412.3612653,15.6183427,0.36925,2.262443439
6254,813288,814,467,253,214,39,Gorilla,44,Mus,0.052155461,83,15.56666667,14.0,14,1,Mus,29,Gorilla,83,39,0.469879518,1,0.335828,236.526,-7108.66,704.3069667,79.4320535,0.47294,5.215546125
6256,813704,1391,719,452,267,51,Macaca,185,Gorilla,0.046990393,231,6.847619048,1.0,1,1,Mus,104,Gorilla,231,185,0.800865801,1,1.21945,1328.14,-12439.8,1089.130346,1619.600323,0.20693,4.699039278
6258,813809,154,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,3,4,1.333333333,0,1e-06,1e-06,-1555.03,1.0,0.0,0.09333,0.0
6264,804467,692,146,80,66,8,Pan,25,Rattus,0.019180242,34,4.424242424,3.0,8,1,Mus,8,Mus,34,14,0.411764706,1,0.106687,66.9908,-5992.54,627.9190529,7.1470475,0.9749,1.918024172
6265,804468,733,10,5,5,0,Gorilla,1,Mus,0.001240233,1,1.0,1.0,1,0,Gorilla,1,Mus,1,0,0.0,1,0.00699021,5.11081,-5895.44,731.1382634,0.0357256,0.20579,0.124023316
6268,990737,454,34,17,17,0,Gorilla,4,Mus,0.00680817,4,2.428571429,3.0,3,0,Gorilla,3,Mus,4,0,0.0,1,1.0944,446.46,-3341.78,407.9495614,488.605824,0.10269,0.68081698
6269,990738,516,163,90,73,2,Homo,19,Mus,0.028717407,36,5.09375,1.0,1,1,Mus,16,Pan,36,17,0.472222222,1,1.49525,626.519,-5855.81,419.0061863,936.8025347,0.15909,2.871740662
6271,810070,488,187,137,50,10,Mus,87,Pan,0.034836066,97,5.5,2.0,7,1,Mus,74,Pan,97,87,0.896907216,1,3.29295,1142.39,-4705.89,346.919935,3761.833151,0.11187,3.483606557
6279,1030236,305,111,77,34,2,Pan,43,Gorilla,0.033084948,57,7.4,2.0,2,2,Mus,43,Gorilla,57,43,0.754385965,1,0.585603,149.67,-2501.55,255.5827071,87.647201,0.33839,3.308494784
6280,1030237,447,239,135,104,6,Mus,45,Macaca,0.048606874,51,9.958333333,5.0,18,1,Mus,27,Macaca,51,31,0.607843137,1,1.18051,415.678,-4240.77,352.1173052,490.7120358,0.23877,4.860687411
6281,1030238,484,40,21,19,3,Mus,5,Rattus,0.007513148,6,1.538461538,2.0,2,1,Mus,2,Mus,6,2,0.333333333,1,0.317769,142.073,-4389.92,447.095217,45.1463951,0.26048,0.751314801
6288,982924,2204,29,17,12,2,Pan,6,Mus,0.001196172,8,1.526315789,1.0,1,1,Pan,4,Mus,8,5,0.625,1,0.428924,901.655,-19984.3,2102.132313,386.7414692,0.10917,0.119617225
6289,982925,1116,303,158,145,15,Pan,51,Rattus,0.024682307,63,5.716981132,3.0,1,1,Mus,23,Mus,63,13,0.206349206,1,0.500607,470.584,-11475.7,940.0268075,235.5776445,0.38445,2.468230694
6293,978499,659,534,272,262,22,Macaca,62,Rattus,0.073665333,72,8.476190476,2.0,1,1,Mus,41,Rattus,72,10,0.138888889,1,0.525643,289.254,-6006.57,550.2860306,152.0443403,0.38931,7.366533315
6294,811061,1170,68,67,1,0,Pan,65,Gorilla,0.005283605,66,17.0,1.0,1,0,Pan,65,Gorilla,66,66,1.0,1,1.09122,1155.39,-9563.15,1058.80574,1260.784676,0.07627,0.528360528
6297,811072,520,150,90,60,7,Pan,31,Rattus,0.026223776,52,3.06122449,2.0,1,1,Mus,16,Rattus,52,30,0.576923077,1,0.263074,117.053,-4523.45,444.9432479,30.7936009,0.66242,2.622377622
6298,811074,2001,430,266,164,22,Gorilla,126,Rattus,0.019535687,150,3.839285714,1.0,1,1,Mus,53,Rattus,150,102,0.68,1,0.343156,613.297,-20176.0,1787.225052,210.4565453,0.35452,1.95356867
6299,803829,202,259,182,77,10,Pan,50,Homo,0.116561656,55,7.194444444,1.0,1,1,Mus,40,Homo,55,105,1.909090909,1,0.333478,46.4421,-2505.81,139.2658586,15.4874186,1.52345,11.65616562
6300,803834,2061,316,163,153,21,Gorilla,44,V2,0.013938512,54,2.106666667,1.0,1,1,Mus,9,Mus,54,10,0.185185185,1,0.319522,591.799,-20126.8,1852.138507,189.0928001,0.355,1.393851176
6301,803859,858,1025,519,506,71,Pan,134,root,0.108603518,147,6.612903226,3.0,1,1,Mus,55,Mus,147,13,0.088435374,1,0.281511,192.277,-7571.55,683.0177151,54.1280905,0.95314,10.86035177
6302,803866,442,17,11,6,0,Mus,3,Rattus,0.003496503,5,1.888888889,2.0,2,0,Mus,2,Rattus,5,5,1.0,1,0.0437419,19.203,-3168.12,439.0069933,0.8399757,0.1248,0.34965035
6304,1040630,1212,913,528,385,75,Gorilla,133,Pan,0.068481848,220,20.75,6.0,6,2,Mus,65,Mus,220,143,0.65,1,1.46787,1179.64,-10159.2,803.6406494,1731.558167,0.1936,6.848184818
6313,802515,427,1,1,0,0,Mus,1,Rattus,0.000212902,1,1.0,1.0,1,0,Mus,1,Rattus,1,1,1.0,1,0.125347,52.6751,-3563.42,420.2342298,6.6026658,0.11697,0.021290185
6315,802526,520,410,215,195,27,Mus,47,Homo,0.071678322,47,19.52380952,20.0,7,7,Mus,40,Pan,47,20,0.425531915,1,7.61231,1706.69,-4904.46,224.2013265,12991.85335,0.05151,7.167832168
6316,802529,423,33,19,14,1,Mus,4,Pan,0.007092199,6,2.75,4.0,4,1,Mus,4,Pan,6,5,0.833333333,1,0.0956216,38.9312,-3337.41,407.1381362,3.7226636,0.39494,0.709219858
6320,1003012,1189,290,215,75,10,Homo,140,Macaca,0.022172949,162,3.536585366,1.5,1,1,Mus,129,Macaca,162,140,0.864197531,1,0.264857,276.004,-12891.9,1042.086862,73.1015914,0.54472,2.2172949
6323,795105,76,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,25,20,0.8,0,1e-06,1e-06,-725.853,1.0,0.0,0.38754,0.0
6324,795107,201,111,71,40,2,Gorilla,18,Rattus,0.050203528,19,3.7,1.0,1,1,Mus,14,Mus,19,31,1.631578947,1,0.175741,31.3831,-1657.33,178.5758588,5.5152974,0.72323,5.020352782
6328,1002588,790,716,393,323,33,Rattus,83,Pan,0.082393556,107,7.955555556,3.0,3,1,Mus,48,Pan,107,70,0.654205607,1,1.50906,902.107,-7411.99,597.793991,1361.333589,0.22671,8.239355581
6335,625478,1476,138,69,69,5,Pan,14,Homo,0.00849963,14,3.631578947,3.0,1,1,Rattus,9,Mus,14,0,0.0,1,0.122392,174.754,-14785.6,1427.82208,21.3884916,0.27522,0.849963045
6337,682142,1215,43,25,18,0,Pan,15,Mus,0.003217359,16,6.142857143,9.0,9,0,Pan,9,Mus,16,7,0.4375,1,0.141646,167.396,-10741.4,1181.791226,23.7109738,0.19234,0.321735877
6342,314876,549,54,28,26,2,Pan,10,Mus,0.008941878,12,1.8,1.0,1,1,Mus,5,Mus,12,2,0.166666667,1,0.0717184,38.2445,-3985.19,533.2592473,2.7428343,0.39789,0.894187779
6343,314934,562,274,218,56,9,Mus,121,Gorilla,0.044322226,155,6.682926829,2.0,2,1,Mus,118,Gorilla,155,162,1.04516129,1,5.43426,1522.45,-6083.28,280.15774,8273.389137,0.06247,4.432222582
6346,1021106,2600,412,214,198,16,Macaca,46,Mus,0.014405594,46,15.25925926,16.0,5,5,Mus,25,Mus,46,16,0.347826087,1,3.48915,1434.21,-34483.3,411.0485362,5004.173822,0.01796,1.440559441
6353,601278,497,89,51,38,0,Pan,19,Mus,0.016279495,19,6.846153846,4.0,13,0,Pan,13,Mus,19,13,0.684210526,1,0.0838258,39.8981,-4329.16,475.9644405,3.3444902,0.51657,1.627949515
6355,601740,364,44,22,22,1,Mus,5,Rattus,0.010989011,5,3.142857143,4.0,4,1,Mus,4,Rattus,5,0,0.0,1,0.150388,52.1933,-2994.05,347.057611,7.849246,0.31752,1.098901099
6357,311903,2891,983,536,447,87,Pan,94,Rattus,0.030910978,182,11.17045455,11.0,1,1,Mus,36,Rattus,182,89,0.489010989,1,1.05699,1354.5,-30316.8,1281.469077,1431.692955,0.07635,3.091097764
6359,1014473,679,984,527,457,80,Gorilla,133,V2,0.131744544,151,18.22222222,8.0,5,5,Mus,92,Rattus,151,70,0.463576159,1,1.24031,591.105,-5853.51,476.578436,733.1534426,0.3692,13.17445441
6362,315149,535,161,82,79,4,Mus,17,Rattus,0.027357689,20,7.0,3.0,14,1,Mus,14,Rattus,20,3,0.15,1,0.136077,68.6188,-4573.16,504.2644973,9.3374404,0.4445,2.735768904
6364,811560,1826,104,75,29,3,Pan,53,Rattus,0.005177736,56,3.851851852,2.0,2,1,Mus,34,Rattus,56,46,0.821428571,1,0.344577,593.631,-14452.4,1722.781846,204.5515891,0.17052,0.517773574
6366,811567,563,236,141,95,9,Macaca,50,Rattus,0.038107541,59,2.510638298,1.0,1,1,Mus,17,Rattus,59,46,0.779661017,1,0.101479,51.3522,-5505.94,506.0377024,5.2111699,1.11318,3.810754077
6368,1021007,2022,1677,892,785,115,Homo,159,Pan,0.075397896,266,14.71052632,3.0,1,1,Mus,66,Gorilla,266,107,0.402255639,1,1.40196,1309.61,-22280.1,934.1279352,1836.020836,0.16474,7.539789587
6373,1021259,188,64,32,32,0,Pan,8,Mus,0.030947776,8,8.0,8.0,8,0,Pan,8,Mus,8,0,0.0,1,11.82,1368.17,-1465.03,115.750423,16171.7694,0.02298,3.094777563
6378,985207,429,54,35,19,3,Pan,13,Gorilla,0.011443102,15,3.176470588,3.0,3,2,Mus,10,Gorilla,15,16,1.066666667,1,0.464878,186.004,-3271.48,400.1135782,86.4691675,0.1545,1.144310235
6380,985211,469,370,185,185,0,Rattus,37,Mus,0.071719325,37,37.0,37.0,37,0,Rattus,37,Mus,37,0,0.0,1,0.639743,251.247,-4257.47,392.7311436,160.7335095,0.31306,7.171932545
6387,581616,459,53,47,6,0,Macaca,41,Gorilla,0.010497128,43,3.785714286,1.0,1,0,Macaca,40,Gorilla,43,41,0.953488372,1,0.593378,238.66,-4092.73,402.2056767,141.6155935,0.24417,1.049712814
6388,581617,444,37,32,5,1,Mus,27,Gorilla,0.007575758,28,3.363636364,1.0,1,1,Mus,27,Gorilla,28,27,0.964285714,1,0.475246,189.68,-4362.98,399.1196138,90.1446613,0.23882,0.757575758
6395,812154,551,77,49,28,5,Mus,20,Gorilla,0.012704174,26,4.052631579,5.0,5,1,Rattus,19,Gorilla,26,21,0.807692308,1,1.48289,670.772,-5008.51,452.3410368,994.6810911,0.14947,1.270417423
6396,812155,1157,343,208,135,25,Gorilla,74,Macaca,0.026950578,100,15.59090909,13.5,2,1,Mus,72,Macaca,100,73,0.73,1,1.67126,1369.58,-11222.3,819.489487,2288.924271,0.11931,2.695057751
6399,1001353,1033,157,90,67,10,V2,16,Pan,0.013816774,33,2.415384615,2.0,1,1,Mus,5,Mus,33,23,0.696969697,1,0.0585503,58.6809,-8885.51,1002.230561,3.4357843,0.50951,1.381677374
6400,1001396,1711,961,585,376,39,Gorilla,225,Macaca,0.051059986,280,14.56060606,3.0,1,1,Mus,117,Macaca,280,209,0.746428571,1,0.743002,984.85,-16221.3,1325.501143,731.7455197,0.41385,5.105998619
6403,930731,117,0,0,0,0,Mus,0,Mus,0.0,0,0.0,0.0,0,0,Mus,0,Mus,45,0,0.0,0,1e-06,1e-06,-1253.03,1.0,0.0,0.28995,0.0
6405,930734,201,347,174,173,8,Mus,38,V2,0.15694256,39,8.261904762,1.0,1,1,Mus,29,Rattus,39,1,0.025641026,1,0.23363,38.0214,-1683.46,162.7419424,8.8829397,1.0573,15.69425599
6407,309242,168,75,45,30,0,Mus,11,Macaca,0.040584416,14,3.260869565,4.0,4,0,Mus,5,Pan,14,15,1.071428571,1,0.0848882,13.0216,-1352.8,153.3970564,1.1053802,1.12134,4.058441558
6408,309286,169,24,18,6,0,Pan,6,Mus,0.012910167,6,6.0,6.0,6,0,Pan,6,Mus,6,12,2.0,1,0.314884,51.2968,-976.458,162.9069753,16.1525416,0.1127,1.291016676
6409,817015,378,6,6,0,0,Mus,6,Pan,0.001443001,6,6.0,6.0,6,0,Mus,6,Pan,6,6,1.0,1,0.361326,127.576,-2890.05,353.0772765,46.0965258,0.19429,0.144300144
6410,817024,775,1475,776,699,60,Homo,240,Rattus,0.173020528,311,14.18269231,6.0,1,1,Mus,90,Mus,311,77,0.247588424,1,0.274595,150.222,-7981.88,547.0674994,41.2502101,1.66948,17.30205279
6413,817147,225,3,3,0,0,Rattus,3,Mus,0.001212121,3,1.5,1.5,2,0,Rattus,2,Mus,3,3,1.0,1,0.0189043,4.17391,-1892.61,220.7915659,0.0789048,0.8991,0.121212121
6416,1011423,719,141,73,68,5,Pan,19,Mus,0.017827791,24,5.64,5.0,5,2,Mus,12,Mus,24,5,0.208333333,1,0.502529,328.863,-5891.25,654.4159641,165.2631945,0.19504,1.782779112
6419,774227,790,457,316,141,25,V5,168,Pan,0.052589183,198,6.720588235,3.5,1,1,Mus,78,Pan,198,175,0.883838384,1,0.55772,353.017,-9001.66,632.96457,196.8846412,0.45592,5.258918297
6423,1007339,2021,501,278,223,31,Macaca,82,Rattus,0.022536098,118,3.604316547,2.0,1,1,Mus,19,Pan,118,55,0.466101695,1,0.0943142,175.818,-19147.7,1864.173157,16.582134,0.8995,2.253609824
6425,808228,1159,584,449,135,12,Mus,172,Macaca,0.045807514,201,20.85714286,19.0,3,3,Rattus,62,Pan,201,314,1.562189055,1,5.6684,1685.97,-12051.6,297.4331381,9556.752348,0.05096,4.580751431
6429,800386,1081,1086,847,239,38,Pan,328,Macaca,0.091329577,471,10.05555556,3.0,1,1,Mus,298,Macaca,471,608,1.290870488,1,2.21075,1402.2,-11400.3,634.2643899,3099.91365,0.32612,9.132957699
6431,800391,906,721,390,331,63,Mus,67,Pan,0.072345976,126,10.44927536,7.0,7,1,Pan,26,Gorilla,126,59,0.468253968,1,0.400872,292.037,-8920.36,728.5043605,117.0694563,0.62877,7.234597632
6432,799734,148,122,66,56,2,Macaca,22,Mus,0.074938575,22,3.8125,4.0,4,1,Mus,6,Mus,22,10,0.454545455,1,0.136956,17.5581,-1261.8,128.2024884,2.4046871,1.15165,7.493857494
6434,801292,280,75,43,32,1,Mus,10,Pan,0.024350649,12,3.0,2.0,1,1,Mus,7,Pan,12,11,0.916666667,1,0.64432,160.67,-2081.06,249.3636702,103.5228944,0.19261,2.435064935
6435,801446,823,221,120,101,13,Pan,31,Mus,0.024411797,50,3.4,1.0,1,1,Mus,23,Mus,50,19,0.38,1,0.682353,465.487,-6968.07,682.1791653,317.6264509,0.31238,2.441179719
6436,801731,706,103,67,36,7,Pan,30,Macaca,0.013262941,38,6.866666667,7.0,7,1,Mus,18,Macaca,38,31,0.815789474,1,0.682286,423.044,-5689.87,620.0391038,288.6369986,0.20671,1.326294102
