OMA_group,seq_Mus,seq_Rattus,seq_Pan,seq_Homo,seq_Gorilla,seq_Macaca,seq_V2,seq_V5,seq_V7,seq_V9,seq_root
976836,977,1058,1000,1000,1000,1000,993,999,999,999,993
976969,1047,1023,999,997,997,936,1031,997,997,968,968
977028,962,1012,998,998,998,970,1012,998,998,970,1012
977510,1005,1009,1000,1000,1000,1000,1005,1000,1000,1000,1000
977549,1020,998,951,954,958,936,988,951,951,951,988
978533,1006,985,1014,1012,1019,998,998,1014,1014,1023,998
978557,1067,1038,911,913,906,919,1037,913,914,912,862
982700,988,992,1003,953,1003,1014,983,1003,1003,1003,1003
982732,993,992,1007,1007,1007,1004,996,1007,1007,1005,996
982747,1000,999,1003,1003,1005,999,1002,1003,1003,999,979
983184,993,1004,1007,1007,1007,1002,1009,1007,1007,1002,1009
983455,1008,1138,1061,1003,1015,1031,996,1003,1003,995,779
983722,1016,1031,1005,1005,1005,1012,1026,1005,1005,1005,950
984008,963,958,983,984,958,978,962,985,985,982,982
984114,1027,987,998,998,996,996,1000,998,998,996,981
984282,1003,1000,1001,1006,1001,984,999,1001,1001,1001,999
984374,1018,997,1000,1000,1000,999,1008,1000,1000,1003,966
984599,1000,995,1048,1047,1048,1046,994,1048,1048,1049,994
984693,982,1010,988,994,989,987,979,979,996,996,814
984786,1009,1014,969,969,969,976,1008,969,971,972,972
984833,993,990,988,989,988,979,991,986,986,983,944
985215,989,1015,977,977,978,975,998,978,978,976,998
985224,1045,1004,1001,992,991,942,1065,992,991,950,950
986157,1020,1024,990,989,989,990,1030,989,989,991,1030
986167,974,931,981,977,955,977,945,976,976,976,945
986180,1048,1046,1025,1021,1023,1022,1041,1025,1024,1033,868
986198,1000,1000,1000,1001,1001,1001,1000,1001,1001,1001,1000
986428,1039,1002,1102,1100,1101,1128,1011,1101,1101,1089,1011
986594,988,997,980,982,983,997,996,982,982,1001,1001
987383,998,999,1007,1007,1006,1007,998,1007,1007,1007,998
987906,1007,1006,1004,1008,1010,1005,1003,1007,1007,1008,1003
988292,979,985,1004,1004,1034,1007,986,1003,1003,1000,982
988945,1000,996,1008,1008,1008,1001,999,1008,1008,1001,999
989185,955,974,936,936,936,968,976,936,936,968,898
989322,1024,1043,971,972,971,977,1017,970,970,975,1017
989349,1032,1011,947,948,947,943,1006,947,947,943,1006
989436,1002,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
989696,1000,1006,1000,1000,1008,1005,1000,1000,1000,1000,1000
989777,1001,1000,1009,1009,1009,1010,1000,1009,1009,1008,993
990026,1014,1001,1003,997,1003,1000,1000,1003,1003,1000,1000
990068,996,1003,996,997,996,998,1003,996,996,994,994
990103,1032,1047,1147,1089,1086,1071,1054,1087,1087,1073,1054
990249,1014,1008,1003,1003,1006,1005,1003,1003,1003,1005,1003
990289,956,1002,1012,1012,1012,1008,1003,1012,1012,1013,1003
990803,1006,1019,999,999,999,993,1006,999,999,999,1006
991045,952,1002,1016,1016,991,1017,1000,1016,1005,1014,951
991218,988,984,996,996,1001,990,984,996,996,996,996
991273,998,998,994,996,998,1006,996,998,998,1002,1002
991300,1018,1011,998,998,998,999,1006,998,998,999,1006
992423,990,990,1018,1018,1019,1002,990,1018,1018,1018,1018
992633,994,966,994,997,997,996,995,997,997,995,995
992961,1018,967,989,991,984,1005,964,992,992,996,772
993257,1059,1014,980,979,992,989,1021,979,979,988,1021
993477,1042,1037,993,996,993,1003,1021,993,993,987,1021
993606,917,952,1028,1017,986,1037,944,1014,1012,1022,852
993694,1029,1103,840,829,839,849,974,840,840,840,974
994084,965,969,999,999,980,1008,968,999,999,999,942
994223,989,1134,948,948,950,975,987,948,948,948,948
994448,989,985,993,987,989,997,990,987,987,988,988
994483,998,988,1093,1095,1095,1105,996,1095,1095,1095,996
994577,1003,1003,1007,1007,1007,1007,1003,1007,1007,1006,1003
994867,1003,991,1002,1003,996,1005,1003,1001,1001,1001,1001
995244,999,1007,975,976,975,985,998,975,975,978,942
995313,1011,1011,1021,1021,1021,1021,1011,1021,1021,1021,1021
995318,1002,993,958,959,963,959,986,959,959,965,965
995485,1001,988,980,987,993,1002,996,982,982,990,950
995528,1017,1009,1017,1016,1018,1015,1008,1017,1017,1015,1008
995561,1022,1027,1009,1005,1014,1001,1029,1005,1005,1003,974
996035,1006,993,1037,1036,1037,1060,1006,1037,1037,1040,1006
996377,970,951,1003,1003,1003,1001,959,1003,1003,1007,1007
996427,996,986,996,1017,992,958,987,992,992,984,937
996434,1003,983,993,994,992,990,996,993,993,984,996
996436,1078,1031,1038,1039,1028,1037,1041,1039,1039,1039,1041
996870,873,888,1071,1075,1075,1044,834,1076,1074,1042,759
997001,1007,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
997046,988,988,999,1000,1000,1006,988,1000,1000,1000,1000
997282,1018,1009,1068,1068,1068,1162,1016,1068,1068,1068,988
997417,1072,1036,936,936,936,999,1048,936,936,990,1048
997743,1020,1006,993,992,989,990,1011,993,993,989,965
997853,1001,1001,1000,1000,1000,995,1001,1000,1000,1000,1000
997982,1008,1005,991,1006,997,997,1003,997,997,997,1003
997990,1058,1060,992,1000,993,962,1056,992,992,993,1056
998020,1049,1042,919,916,907,910,1017,919,918,910,792
998030,1001,1004,1005,1004,1008,1005,1001,1005,1005,1005,1001
998691,982,978,1020,1021,1020,1018,979,1020,1020,1018,961
998788,993,987,988,990,990,982,993,990,990,990,993
998960,994,1007,997,997,1006,998,994,997,997,997,972
999016,957,951,991,991,990,984,954,991,991,986,954
999042,1029,1044,978,1003,1002,999,1038,1003,1003,1002,1002
999069,1000,1017,1001,1001,1001,1001,1000,1001,1001,1001,1001
999139,1004,1013,1011,1011,1011,1011,1003,1011,1011,1011,1003
999464,1038,1048,1167,1130,1121,1016,1037,1119,1119,1034,1034
999465,1004,985,946,1023,1025,1005,1006,1022,1027,1006,889
999520,1010,1010,1002,1003,1001,1003,1010,1002,1001,1005,975
999580,1011,1012,1023,1020,1025,1017,1010,1023,1022,1022,1010
